,time,open,high,low,close,volume,currency_volume
4742,2020-09-25 07:00:00,10687.8,10697.3,10664.3,10685.8,58166.0,581.66
4743,2020-09-25 06:00:00,10645.2,10694.1,10615.6,10687.8,50739.0,507.39
4744,2020-09-25 05:00:00,10677.4,10682.8,10643.7,10647.2,42118.0,421.18
4745,2020-09-25 04:00:00,10669.7,10691.7,10658.8,10677.3,44779.0,447.79
4746,2020-09-25 03:00:00,10712.0,10723.4,10665.8,10668.9,38377.0,383.77
4747,2020-09-25 02:00:00,10690.4,10729.3,10687.0,10711.6,40477.0,404.77
4748,2020-09-25 01:00:00,10715.3,10736.9,10685.6,10689.4,37433.0,374.33
4749,2020-09-25 00:00:00,10746.2,10769.5,10697.1,10714.3,48057.0,480.57
4750,2020-09-24 23:00:00,10768.9,10775.1,10722.1,10740.8,52737.0,527.37
4751,2020-09-24 22:00:00,10647.4,10844.8,10635.2,10768.1,84199.0,841.99
4752,2020-09-24 21:00:00,10634.2,10687.2,10627.8,10647.2,48867.0,488.67
4753,2020-09-24 20:00:00,10659.7,10675.3,10627.4,10632.9,31484.0,314.84
4754,2020-09-24 19:00:00,10611.7,10670.6,10591.7,10662.5,67441.0,674.41
4755,2020-09-24 18:00:00,10660.1,10686.6,10606.0,10610.3,60711.0,607.11
4756,2020-09-24 17:00:00,10677.4,10713.0,10652.7,10660.7,76421.0,764.21
4757,2020-09-24 16:00:00,10557.3,10761.2,10553.4,10677.1,173209.0,1732.09
4758,2020-09-24 15:00:00,10411.7,10571.6,10393.6,10559.2,97652.0,976.52
4759,2020-09-24 14:00:00,10377.8,10427.7,10373.4,10410.8,64038.0,640.38
4760,2020-09-24 13:00:00,10379.4,10402.1,10331.7,10378.0,55855.0,558.55
4761,2020-09-24 12:00:00,10416.7,10431.6,10366.6,10379.9,50035.0,500.35
4762,2020-09-24 11:00:00,10377.2,10452.2,10367.2,10416.6,83063.0,830.63
4763,2020-09-24 10:00:00,10328.3,10380.0,10319.7,10377.2,42502.0,425.02
4764,2020-09-24 09:00:00,10319.9,10342.0,10284.9,10329.2,31152.0,311.52
4765,2020-09-24 08:00:00,10351.5,10365.0,10312.4,10319.7,28517.0,285.17
4766,2020-09-24 07:00:00,10291.1,10363.8,10291.1,10349.4,32497.0,324.97
4767,2020-09-24 06:00:00,10287.5,10323.5,10287.1,10291.1,34964.0,349.64
4768,2020-09-24 05:00:00,10281.5,10299.0,10269.8,10286.9,32250.0,322.5
4769,2020-09-24 04:00:00,10304.9,10320.9,10279.0,10281.0,32250.0,322.5
4770,2020-09-24 03:00:00,10291.8,10327.5,10291.8,10305.7,22617.0,226.17
4771,2020-09-24 02:00:00,10290.6,10346.1,10283.5,10290.5,31614.0,316.14
4772,2020-09-24 01:00:00,10298.8,10319.6,10283.5,10291.2,23198.0,231.98
4773,2020-09-24 00:00:00,10242.4,10305.5,10200.0,10294.3,35275.0,352.75
4774,2020-09-23 23:00:00,10267.5,10270.0,10212.6,10239.0,25986.0,259.86
4775,2020-09-23 22:00:00,10248.6,10297.9,10241.7,10272.2,30047.0,300.47
4776,2020-09-23 21:00:00,10235.9,10283.8,10208.1,10251.5,36864.0,368.64
4777,2020-09-23 20:00:00,10291.8,10329.5,10134.4,10226.3,108264.0,1082.64
4778,2020-09-23 19:00:00,10411.5,10418.4,10259.8,10296.0,112216.0,1122.16
4779,2020-09-23 18:00:00,10452.2,10465.1,10412.1,10412.1,24492.0,244.92
4780,2020-09-23 17:00:00,10488.8,10491.6,10456.6,10456.6,14617.0,146.17
4781,2020-09-23 16:00:00,10453.4,10498.8,10448.1,10487.2,25880.0,258.8
4782,2020-09-23 15:00:00,10472.3,10488.3,10449.0,10453.9,25123.0,251.23
4783,2020-09-23 14:00:00,10503.0,10509.2,10459.3,10473.0,42894.0,428.94
4784,2020-09-23 13:00:00,10508.7,10542.0,10494.9,10502.6,24554.0,245.54
4785,2020-09-23 12:00:00,10474.9,10524.2,10465.0,10509.1,30014.0,300.14
4786,2020-09-23 11:00:00,10489.1,10499.1,10469.5,10471.8,19496.0,194.96
4787,2020-09-23 10:00:00,10480.6,10490.8,10459.1,10490.2,28255.0,282.55
4788,2020-09-23 09:00:00,10442.2,10491.2,10435.0,10479.4,34489.0,344.89
4789,2020-09-23 08:00:00,10419.9,10450.7,10395.2,10442.5,39192.0,391.92
4790,2020-09-23 07:00:00,10426.0,10434.0,10372.5,10420.5,57807.0,578.07
4791,2020-09-23 06:00:00,10464.7,10471.7,10398.1,10427.7,38157.0,381.57
4792,2020-09-23 05:00:00,10467.5,10489.8,10447.1,10468.7,15963.0,159.63
4793,2020-09-23 04:00:00,10477.3,10486.6,10444.1,10464.9,29831.0,298.31
4794,2020-09-23 03:00:00,10520.0,10520.5,10474.2,10477.2,25097.0,250.97
4795,2020-09-23 02:00:00,10522.1,10532.9,10508.9,10519.2,15398.0,153.98
4796,2020-09-23 01:00:00,10518.7,10535.5,10512.2,10522.8,16898.0,168.98
4797,2020-09-23 00:00:00,10538.3,10543.7,10510.8,10518.2,19280.0,192.8
4798,2020-09-22 23:00:00,10509.5,10544.2,10499.5,10538.2,14639.0,146.39
4799,2020-09-22 22:00:00,10555.8,10562.4,10501.0,10514.8,26625.0,266.25
4800,2020-09-22 21:00:00,10517.5,10584.9,10458.4,10557.1,69269.0,692.69
4801,2020-09-22 20:00:00,10497.0,10521.7,10488.9,10518.4,22587.0,225.87
4802,2020-09-22 19:00:00,10501.5,10501.6,10471.8,10497.7,20787.0,207.87
4803,2020-09-22 18:00:00,10496.4,10511.2,10490.6,10496.2,32593.0,325.93
