,time,open,high,low,close,volume,currency_volume
6926,2020-06-26 07:00:00,9208.8,9208.9,9125.0,9148.2,184456.0,1844.56
6927,2020-06-26 06:00:00,9217.2,9229.6,9188.8,9208.3,44332.0,443.32
6928,2020-06-26 05:00:00,9258.0,9267.7,9098.2,9216.0,55489.0,554.89
6929,2020-06-26 04:00:00,9241.8,9263.9,9227.2,9253.8,22628.0,226.28
6930,2020-06-26 03:00:00,9255.2,9255.2,9229.0,9247.7,8975.0,89.75
6931,2020-06-26 02:00:00,9252.1,9260.7,9236.0,9256.2,16939.0,169.39
6932,2020-06-26 01:00:00,9284.6,9296.8,9248.4,9255.4,22204.0,222.04
6933,2020-06-26 00:00:00,9245.3,9290.3,9179.2,9284.8,77962.0,779.62
6934,2020-06-25 23:00:00,9261.8,9263.2,9235.4,9245.2,21672.0,216.72
6935,2020-06-25 22:00:00,9299.6,9309.2,9212.7,9260.4,80685.0,806.85
6936,2020-06-25 21:00:00,9271.7,9337.0,9270.0,9299.4,53517.0,535.17
6937,2020-06-25 20:00:00,9290.2,9302.8,9267.1,9271.7,17388.0,173.88
6938,2020-06-25 19:00:00,9250.0,9295.5,9233.4,9285.7,30440.0,304.4
6939,2020-06-25 18:00:00,9286.0,9294.1,9246.1,9250.2,19091.0,190.91
6940,2020-06-25 17:00:00,9290.0,9297.5,9265.1,9286.5,28786.0,287.86
6941,2020-06-25 16:00:00,9232.3,9295.9,9207.3,9289.5,56228.0,562.28
6942,2020-06-25 15:00:00,9248.5,9253.2,9213.9,9234.1,20382.0,203.82
6943,2020-06-25 14:00:00,9190.5,9270.0,9190.5,9252.1,35612.0,356.12
6944,2020-06-25 13:00:00,9180.8,9238.2,9166.7,9190.4,37495.0,374.95
6945,2020-06-25 12:00:00,9255.5,9263.1,9157.1,9179.8,79783.0,797.83
6946,2020-06-25 11:00:00,9267.1,9291.0,9250.4,9255.5,18004.0,180.04
6947,2020-06-25 10:00:00,9250.2,9279.8,9244.2,9267.4,29420.0,294.2
6948,2020-06-25 09:00:00,9300.3,9310.2,9246.0,9249.4,44264.0,442.64
6949,2020-06-25 08:00:00,9174.0,9329.0,9174.0,9294.8,131922.0,1319.22
6950,2020-06-25 07:00:00,9186.8,9190.1,9145.1,9173.9,26986.0,269.86
6951,2020-06-25 06:00:00,9180.1,9199.8,9165.1,9186.3,18364.0,183.64
6952,2020-06-25 05:00:00,9103.0,9199.7,9090.0,9180.0,55334.0,553.34
6953,2020-06-25 04:00:00,9092.6,9147.9,9084.8,9104.4,63083.0,630.83
6954,2020-06-25 03:00:00,9255.3,9255.4,9000.0,9090.7,327535.0,3275.35
6955,2020-06-25 02:00:00,9276.3,9282.7,9223.9,9253.2,40630.0,406.3
6956,2020-06-25 01:00:00,9271.1,9304.7,9270.7,9276.2,6562.0,65.62
6957,2020-06-25 00:00:00,9296.1,9296.4,9241.8,9266.8,40621.0,406.21
6958,2020-06-24 23:00:00,9300.8,9322.4,9274.5,9297.0,57862.0,578.62
6959,2020-06-24 22:00:00,9275.0,9297.0,9260.6,9296.1,19396.0,193.96
6960,2020-06-24 21:00:00,9299.8,9305.9,9232.1,9270.0,53836.0,538.36
6961,2020-06-24 20:00:00,9296.3,9322.2,9285.3,9299.0,18780.0,187.8
6962,2020-06-24 19:00:00,9309.2,9340.0,9288.0,9296.7,20175.0,201.75
6963,2020-06-24 18:00:00,9302.9,9329.9,9291.4,9306.1,16274.0,162.74
6964,2020-06-24 17:00:00,9301.2,9325.9,9280.6,9304.2,27517.0,275.17
6965,2020-06-24 16:00:00,9245.1,9316.9,9235.3,9303.0,82567.0,825.67
6966,2020-06-24 15:00:00,9295.9,9332.5,9199.5,9245.2,216795.0,2167.95
6967,2020-06-24 14:00:00,9342.8,9364.0,9290.4,9295.4,70883.0,708.83
6968,2020-06-24 13:00:00,9385.3,9428.8,9339.5,9347.1,72583.0,725.83
6969,2020-06-24 12:00:00,9324.1,9395.1,9268.2,9386.2,77110.0,771.1
6970,2020-06-24 11:00:00,9369.3,9408.5,9314.4,9326.8,129758.0,1297.58
6971,2020-06-24 10:00:00,9527.8,9527.8,9288.0,9369.6,191798.0,1917.98
6972,2020-06-24 09:00:00,9523.7,9536.8,9494.2,9528.3,45486.0,454.86
6973,2020-06-24 08:00:00,9517.1,9553.9,9488.7,9524.2,97064.0,970.64
6974,2020-06-24 07:00:00,9668.2,9668.2,9503.5,9514.1,138440.0,1384.4
6975,2020-06-24 06:00:00,9652.4,9677.6,9650.0,9663.8,10922.0,109.22
6976,2020-06-24 05:00:00,9662.0,9668.0,9639.9,9654.7,11823.0,118.23
6977,2020-06-24 04:00:00,9656.7,9674.0,9643.1,9660.4,10558.0,105.58
6978,2020-06-24 03:00:00,9664.8,9669.5,9641.6,9652.6,9558.0,95.58
6979,2020-06-24 02:00:00,9648.0,9671.1,9641.4,9664.3,7423.0,74.23
6980,2020-06-24 01:00:00,9627.0,9653.8,9613.6,9649.3,10372.0,103.72
6981,2020-06-24 00:00:00,9626.1,9649.4,9618.0,9626.7,16502.0,165.02
6982,2020-06-23 23:00:00,9613.1,9627.5,9596.6,9627.3,21949.0,219.49
6983,2020-06-23 22:00:00,9644.7,9662.0,9592.9,9613.2,43509.0,435.09
6984,2020-06-23 21:00:00,9630.0,9652.8,9589.8,9643.8,40650.0,406.5
6985,2020-06-23 20:00:00,9643.6,9666.3,9625.6,9629.6,13266.0,132.66
6986,2020-06-23 19:00:00,9656.0,9673.4,9643.4,9643.4,10610.0,106.1
6987,2020-06-23 18:00:00,9665.0,9686.6,9640.0,9656.3,37993.0,379.93
6988,2020-06-23 17:00:00,9664.7,9676.3,9644.9,9664.6,27549.0,275.49
6989,2020-06-23 16:00:00,9695.5,9699.8,9656.6,9663.6,39162.0,391.62
6990,2020-06-23 15:00:00,9643.7,9702.6,9639.5,9696.2,43566.0,435.66
6991,2020-06-23 14:00:00,9643.7,9677.2,9630.1,9647.3,52183.0,521.83
6992,2020-06-23 13:00:00,9637.0,9653.5,9617.5,9642.5,30713.0,307.13
6993,2020-06-23 12:00:00,9642.0,9653.9,9624.6,9637.5,32573.0,325.73
6994,2020-06-23 11:00:00,9594.6,9653.9,9594.6,9641.9,44695.0,446.95
6995,2020-06-23 10:00:00,9607.1,9614.9,9582.0,9599.3,30050.0,300.5
6996,2020-06-23 09:00:00,9612.2,9622.8,9582.7,9610.4,35395.0,353.95
6997,2020-06-23 08:00:00,9671.3,9671.4,9581.5,9616.3,18665.0,186.65
6998,2020-06-23 07:00:00,9642.9,9676.3,9629.8,9673.0,10437.0,104.37
6999,2020-06-23 06:00:00,9635.2,9644.6,9626.1,9640.3,11145.0,111.45
7000,2020-06-23 05:00:00,9633.8,9652.7,9629.0,9633.6,7911.0,79.11
7001,2020-06-23 04:00:00,9662.4,9662.4,9630.8,9636.4,11461.0,114.61
7002,2020-06-23 03:00:00,9646.5,9664.9,9626.7,9660.9,63096.0,630.96
7003,2020-06-23 02:00:00,9650.7,9661.6,9626.2,9646.7,22544.0,225.44
7004,2020-06-23 01:00:00,9664.0,9674.9,9608.5,9649.2,63979.0,639.79
7005,2020-06-23 00:00:00,9690.7,9733.1,9659.7,9664.7,20193.0,201.93
7006,2020-06-22 23:00:00,9687.1,9700.6,9668.4,9690.2,28409.0,284.09
7007,2020-06-22 22:00:00,9697.6,9697.9,9632.9,9689.1,55541.0,555.41
7008,2020-06-22 21:00:00,9644.9,9809.8,9644.9,9696.8,228001.0,2280.01
7009,2020-06-22 20:00:00,9565.7,9681.7,9564.7,9644.9,75080.0,750.8
