"date","perpetual","future","basis","annual_basis","fear","Volatility"
2020-06-14,9354.46666666667,9464.73333333334,1.17875952307992,2.21776920579469,40,2.89290242762516
2020-06-15,9432.3,9506.06666666667,0.782064466425629,1.47903383546816,37,8.3357227237658
2020-06-16,9520.13333333333,9615.7,1.00383748126778,1.90833687845177,39,5.13227709323823
2020-06-17,9454.96666666667,9577.1,1.29173732324105,2.468503261691,38,4.98293397280561
2020-06-18,9391.23333333333,9475.4,0.896225912819416,1.72169714831098,40,2.32439156216705
2020-06-19,9302.6,9376.56666666667,0.795118210679457,1.53554575078308,39,3.97457179855186
2020-06-20,9359.2,9436.43333333333,0.825212981166484,1.60214222407323,38,2.55689499175551
2020-06-21,9298.13333333333,9363.33333333333,0.701216014683959,1.36868366502484,37,1.9834661775758
2020-06-22,9680.6,9792.93333333333,1.16039639416288,2.27712195628738,38,4.78523703841681
2020-06-23,9614.23333333333,9735.8,1.26444472951562,2.49471527715244,41,2.62019019769411
2020-06-24,9298.86666666667,9368.2,0.745610576199237,1.47906445822131,50,6.12754756303727
2020-06-25,9250.4,9318.43333333333,0.735463691660195,1.46690845604356,43,7.26095868965957
2020-06-26,9162.66666666667,9249.1,0.94332072176951,1.89182452442786,40,5.40589646688609
2020-06-27,8999.36666666667,9045.43333333333,0.511887873591094,1.03226007657873,43,6.23857388458402
2020-06-28,9112.96666666667,9190.56666666667,0.851533894926281,1.72672150915607,40,3.70473295910727
2020-06-29,9183.16666666667,9267.33333333333,0.91653206047298,1.86890615683038,41,3.59451600821929
2020-06-30,9140.43333333333,9222.66666666667,0.899665588429415,1.84481988638616,44,2.75066514435121
2020-07-01,9233.56666666667,9325.53333333333,0.996003711097559,2.05390595791304,42,2.56755870579359
2020-07-02,9090.13333333333,9150.1,0.659689626848163,1.3681063284067,42,6.02139950169762
2020-07-03,9061.46666666667,9129.26666666667,0.748223245685017,1.56057991242875,41,2.06947553800337
2020-07-04,9128.8,9227.66666666667,1.08301930885401,2.27185084903284,40,2.96966020065045
2020-07-05,9075.86666666667,9150.36666666667,0.820858246779004,1.73186855534298,38,3.50200755980653
2020-07-06,9335.4,9458.23333333333,1.31578007726861,2.79220772211072,40,4.22551591856545
2020-07-07,9256.1,9358.36666666667,1.10485697720062,2.35832044841068,43,2.34236017249866
2020-07-08,9434.73333333333,9554.06666666667,1.26482995456505,2.7156643142132,44,3.95669498605196
2020-07-09,9232.33333333333,9331.73333333333,1.07665090081956,2.32531111715467,44,4.74545706727897
2020-07-10,9276.56666666667,9381.7,1.13332159527411,2.46227608497054,41,3.42027798197337
2020-07-11,9234.06666666667,9342.3,1.17210907436957,2.56179528230474,44,1.95021056985324
2020-07-12,9291.96666666667,9399.46666666667,1.15691331939058,2.54381543119014,41,2.53764511155553
2020-07-13,9239.86666666667,9352.73333333333,1.22151834802811,2.70214664866825,43,2.31733649950517
2020-07-14,9256.56666666667,9371.26666666667,1.23912033619377,2.75779830921175,43,2.24287083101648
2020-07-15,9199.93333333333,9320.53333333333,1.31087906434105,2.93540403978211,44,2.13259212898915
2020-07-16,9135.66666666667,9242.36666666667,1.1679497938483,2.63149181947301,43,2.82620399742915
2020-07-17,9158.7,9255.16666666667,1.05327903159474,2.38786861200049,41,1.74063328276048
2020-07-18,9170.03333333333,9280.96666666667,1.20973751458554,2.75971370514827,44,1.48156181129532
2020-07-19,9207.6,9332.03333333333,1.35141984158013,3.10231598853301,41,1.78043465386109
2020-07-20,9164.63333333333,9287.2,1.33738756596917,3.08953456695409,44,1.71428093594151
2020-07-21,9382.36666666667,9523.5,1.50424022368203,3.49711899136268,44,4.42535193874987
2020-07-22,9516.73333333333,9688.43333333333,1.80419051355156,4.22134318875845,50,4.1086673775116
2020-07-23,9598,9748.5,1.56803500729317,3.69246953330326,55,3.20600930037033
2020-07-24,9532.56666666667,9702.66666666667,1.78440923570777,4.2292816300866,53,3.15985807778656
2020-07-25,9697.03333333333,9917.6,2.27457882307648,5.42628281322167,55,2.70225543892566
2020-07-26,9922.1,10191.1333333333,2.71145557224109,6.51106107807892,55,7.66175824670002
2020-07-27,11010.8666666667,11442.4,3.91915864933427,9.47346296031132,58,15.3281224597106
2020-07-28,10923.7,11355.0666666667,3.94890620089042,9.60900508883336,76,11.7791044934928
2020-07-29,11130.1,11524,3.53905176054123,8.66948921206409,71,6.63792416014731
2020-07-30,11120.1666666667,11551.0333333333,3.87464216663419,9.55570534338838,76,4.0257783120787
2020-07-31,11320.7666666667,11750.7666666667,3.79832932398575,9.43122587248162,75,5.57694542512187
2020-08-01,11788.4,12308.5,4.41196430389196,11.0299107597299,75,7.57943996843785
2020-08-02,11079.7333333333,11489.7666666667,3.7007509205998,9.31568335185468,80,21.5025124797994
2020-08-03,11202.4666666667,11597.2666666667,3.52422383165613,8.93292846218395,75,5.60566596792332
2020-08-04,11197.7666666667,11605,3.63673708745492,9.28258067776956,72,4.98909839007364
2020-08-05,11704.3333333333,12149.0333333333,3.79944749807763,9.7661854704108,75,5.68536279339996
2020-08-06,11749.8666666667,12179.4666666667,3.65621170169307,9.46466149729058,79,5.12740147406266
2020-08-07,11593.6,11983.0333333333,3.35903716993283,8.75748976446773,77,5.96522867356726
2020-08-08,11734.9333333333,12181.3666666667,3.80431077580329,9.98973692926764,77,5.05495893666767
