,time,open,high,low,close,volume,volCcy
0,2021-12-03 15:00:00,56226.1,56340.7,55722.8,55962.4,653.58350757,36660473.93760863
1,2021-12-03 14:00:00,56866.3,56920.2,56163.8,56236.8,561.02577903,31740015.9356843
2,2021-12-03 13:00:00,56787.7,57617.8,56743.8,56866.3,704.82166037,40256499.43096338
3,2021-12-03 12:00:00,56971.9,57186.6,56753.7,56787.7,294.2106529,16761285.44663274
4,2021-12-03 11:00:00,56842.3,57177.4,56796.4,56971.9,316.23508853,18014186.36335003
5,2021-12-03 10:00:00,56822.8,57321.5,56666.6,56842.3,708.53330074,40389946.62976994
6,2021-12-03 09:00:00,56578.9,56848.5,56433.0,56822.8,286.6919513,16214137.01036744
7,2021-12-03 08:00:00,56741.9,56799.9,56471.1,56578.8,335.94057296,19029659.2938556
8,2021-12-03 07:00:00,56850.4,56940.4,56635.9,56733.4,505.49029218,28703875.97766108
9,2021-12-03 06:00:00,56738.0,56965.7,56680.0,56849.6,396.36839401,22513198.51255666
10,2021-12-03 05:00:00,56592.9,57044.4,56419.6,56738.0,791.10001967,44822706.41249239
11,2021-12-03 04:00:00,56320.6,56685.9,56258.6,56592.9,593.95498802,33567019.22415288
12,2021-12-03 03:00:00,56259.9,56527.9,56100.0,56320.7,616.87352326,34724614.15936243
13,2021-12-03 02:00:00,56500.2,56571.3,56075.8,56259.9,832.02148847,46900790.68951306
14,2021-12-03 01:00:00,56523.2,56707.5,56384.1,56500.1,728.19466617,41184515.62825969
15,2021-12-03 00:00:00,56485.2,56762.3,56419.6,56523.7,727.08238543,41121932.84952395
16,2021-12-02 23:00:00,56846.2,56904.8,56357.3,56485.2,262.95629145,14881933.10133609
17,2021-12-02 22:00:00,56858.6,56939.9,56600.8,56846.1,228.4832923,12969299.64342711
18,2021-12-02 21:00:00,57024.5,57032.1,56774.4,56856.1,218.22173229,12414407.87982694
19,2021-12-02 20:00:00,56611.6,57217.5,56542.7,57018.2,353.63548704,20141348.18765102
20,2021-12-02 19:00:00,56711.8,56937.0,56507.6,56608.8,312.24532057,17721756.66936828
21,2021-12-02 18:00:00,56576.0,56740.3,56130.1,56708.1,280.84321891,15817189.87304274
22,2021-12-02 17:00:00,56328.6,56666.1,56266.0,56576.0,277.93231697,15703499.33629009
23,2021-12-02 16:00:00,56509.9,56717.0,56013.6,56328.6,453.66844823,25562447.61452696
24,2021-12-02 15:00:00,57105.3,57372.3,56124.1,56499.8,669.72127324,37939078.73731156
25,2021-12-02 14:00:00,56458.8,57186.7,56322.3,57105.4,452.29138074,25673221.65784133
26,2021-12-02 13:00:00,56531.7,56620.8,56069.3,56471.9,346.15386271,19505515.60375167
27,2021-12-02 12:00:00,56308.6,56584.9,56025.0,56531.8,406.78778602,22896382.09230583
28,2021-12-02 11:00:00,56548.2,56613.4,56075.3,56308.6,556.53948122,31343481.47964177
29,2021-12-02 10:00:00,56683.4,56798.3,56438.2,56548.3,351.8389589,19893393.5224126
30,2021-12-02 09:00:00,56948.0,57075.4,56588.7,56683.3,443.73687535,25199274.8686148
31,2021-12-02 08:00:00,56808.9,57174.7,56748.0,56947.9,304.33749193,17328934.34938541
32,2021-12-02 07:00:00,56653.7,56949.0,56601.2,56808.8,271.50273485,15428082.04123391
33,2021-12-02 06:00:00,56896.4,56896.5,56357.3,56647.3,632.64645919,35832157.11364249
34,2021-12-02 05:00:00,56486.6,56958.0,56471.0,56896.4,733.0033249,41643734.72042987
35,2021-12-02 04:00:00,56307.7,56669.4,56222.4,56486.5,823.85439507,46523983.87681358
36,2021-12-02 03:00:00,56947.7,56950.5,55768.0,56308.4,1526.21727298,85772765.61128382
37,2021-12-02 02:00:00,57210.8,57230.7,56837.4,56947.7,424.91779705,24210124.55614142
38,2021-12-02 01:00:00,57009.8,57378.5,56788.8,57210.8,573.47741921,32736640.42545975
39,2021-12-02 00:00:00,57176.9,57189.3,56682.8,57009.7,756.55970035,43109566.12910102
40,2021-12-01 23:00:00,57056.7,57238.3,56976.6,57176.8,276.67653858,15804717.12078193
41,2021-12-01 22:00:00,56980.8,57120.6,56631.8,57056.6,401.02322787,22798044.51181054
42,2021-12-01 21:00:00,56768.8,57022.1,56450.0,56980.7,392.77137459,22261019.82233183
43,2021-12-01 20:00:00,57424.2,57449.6,56620.8,56768.9,424.89381571,24198419.76791247
44,2021-12-01 19:00:00,57462.4,57679.4,57000.0,57424.2,414.45627451,23761911.28636369
45,2021-12-01 18:00:00,58000.8,58101.5,57391.9,57462.4,407.40805931,23533566.74846632
46,2021-12-01 17:00:00,58437.6,58592.2,57988.3,58000.8,385.55776534,22503037.13880811
47,2021-12-01 16:00:00,58613.5,59048.7,58405.8,58437.6,465.87544378,27387090.47004427
48,2021-12-01 15:00:00,58547.5,58824.3,58289.4,58613.5,449.3309506,26301060.65753083
49,2021-12-01 14:00:00,57655.3,58718.8,57654.7,58547.5,659.28373785,38447664.8407347
50,2021-12-01 13:00:00,57080.8,57932.5,57037.2,57663.1,609.0257807,35003047.95165154
51,2021-12-01 12:00:00,57152.8,57372.5,57012.0,57080.9,482.20592347,27579994.29386292
52,2021-12-01 11:00:00,56973.0,57229.0,56785.0,57129.0,453.17212975,25802798.40753756
53,2021-12-01 10:00:00,57094.8,57183.8,56837.4,56964.6,491.89020023,28059266.56103092
54,2021-12-01 09:00:00,56906.2,57186.6,56722.9,57101.5,547.91188928,31218478.02335424
55,2021-12-01 08:00:00,57162.0,57833.3,56800.0,56906.1,1044.81706493,59875823.4299055
56,2021-12-01 07:00:00,56930.2,57292.9,56821.9,57156.9,585.22339043,33429942.2879453
57,2021-12-01 06:00:00,56779.2,57089.9,56681.0,56930.3,385.12873845,21933603.88212773
58,2021-12-01 05:00:00,57048.4,57128.8,56729.2,56779.2,380.09948843,21625058.83128885
59,2021-12-01 04:00:00,57364.0,57415.1,56985.3,57048.5,389.09674296,22265660.76915398
60,2021-12-01 03:00:00,57266.7,57381.8,56991.6,57364.0,764.93103644,43741659.28237111
61,2021-12-01 02:00:00,56991.3,57356.5,56810.8,57266.8,578.03501146,32959834.81434431
62,2021-12-01 01:00:00,57575.1,57575.1,56925.2,56991.4,475.39493337,27206221.36155445
63,2021-12-01 00:00:00,56960.5,57671.7,56647.7,57575.1,825.99155678,47348203.30195151
64,2021-11-30 23:00:00,57268.2,57399.9,56739.1,56949.9,284.80378825,16250638.38357007
65,2021-11-30 22:00:00,57089.0,57514.9,57007.9,57268.1,224.58124814,12870700.94187285
66,2021-11-30 21:00:00,57399.7,57760.6,56854.4,57088.9,316.78599997,18138244.40628599
67,2021-11-30 20:00:00,57642.2,57747.1,57201.0,57399.7,339.86860124,19533136.43046473
68,2021-11-30 19:00:00,58331.8,58341.1,57384.7,57630.4,375.78235698,21699412.55317262
69,2021-11-30 18:00:00,57371.6,58354.8,57207.4,58332.0,377.47119347,21777576.08001556
70,2021-11-30 17:00:00,56780.7,57599.5,56480.0,57371.6,442.10553853,25220977.22177389
71,2021-11-30 16:00:00,57232.2,57723.8,56533.9,56780.6,1251.28140318,71478685.52619952
72,2021-11-30 15:00:00,58401.9,59184.6,57211.5,57232.1,1184.68117406,69374602.95733993
73,2021-11-30 14:00:00,58320.4,58545.4,58061.6,58401.9,471.01650176,27469222.08646272
74,2021-11-30 13:00:00,57835.6,58349.9,57627.3,58320.4,438.40243346,25443687.13346128
75,2021-11-30 12:00:00,57603.8,58302.2,57592.6,57835.6,934.05549323,54173353.07366016
76,2021-11-30 11:00:00,57145.8,57700.0,56914.0,57603.8,894.31990558,51318904.30660899
77,2021-11-30 10:00:00,56727.8,57225.0,56582.8,57145.8,755.03844728,42946539.13056023
78,2021-11-30 09:00:00,56764.2,56935.6,56290.9,56727.8,917.06086776,51919083.22224945
79,2021-11-30 08:00:00,56517.0,57366.1,56256.3,56765.2,1410.21255059,80170288.82603262
80,2021-11-30 07:00:00,56539.0,56764.2,56224.1,56516.7,748.66037315,42290744.63746806
81,2021-11-30 06:00:00,56301.8,56576.7,55896.9,56539.0,875.2803102,49208761.87691774
82,2021-11-30 05:00:00,57194.9,57289.1,56293.4,56312.2,1233.86046529,70160228.74461772
83,2021-11-30 04:00:00,57096.3,57268.9,56999.7,57194.9,343.74042195,19649755.64256434
84,2021-11-30 03:00:00,57361.1,57411.9,56780.2,57096.3,406.65594222,23241194.39465366
85,2021-11-30 02:00:00,57269.7,57519.5,57241.1,57361.1,356.4461887,20457743.40368911
86,2021-11-30 01:00:00,57707.2,57778.0,57049.9,57269.7,492.06545978,28244962.49164124
87,2021-11-30 00:00:00,57769.2,57957.4,57505.6,57699.7,699.01068275,40372866.41454911
88,2021-11-29 23:00:00,58055.3,58103.1,57683.1,57769.2,496.84835487,28745604.93596175
89,2021-11-29 22:00:00,58266.3,58364.6,58027.6,58055.3,312.17444676,18164205.44433222
90,2021-11-29 21:00:00,58035.0,58421.5,57990.0,58266.3,313.92484942,18280575.46667134
91,2021-11-29 20:00:00,57888.2,58255.1,57716.7,58035.0,362.47993001,21018329.28358496
92,2021-11-29 19:00:00,58640.5,58660.4,57797.7,57879.6,497.48029267,28942952.60985456
93,2021-11-29 18:00:00,58619.3,58861.1,58502.8,58640.5,434.30144516,25472982.76595411
94,2021-11-29 17:00:00,57471.3,58769.5,57409.9,58619.3,921.23594383,53775617.11510878
95,2021-11-29 16:00:00,57119.4,57478.0,57012.1,57471.3,406.83782683,23260376.69828151
96,2021-11-29 15:00:00,57020.2,57130.0,56837.4,57119.4,533.71567096,30403373.01442427
97,2021-11-29 14:00:00,57281.9,57399.9,56934.7,57020.1,558.57296537,31921962.1160231
98,2021-11-29 13:00:00,56900.2,57500.0,56874.0,57281.8,972.04240223,55608924.67669596
99,2021-11-29 12:00:00,56899.4,57107.2,56853.3,56900.1,541.7623169,30863894.21715041
100,2021-11-29 11:00:00,57180.0,57298.4,56880.0,56899.4,415.17732491,23721245.67343905
101,2021-11-29 10:00:00,56883.6,57388.9,56807.1,57180.0,437.19016746,24955448.62941741
102,2021-11-29 09:00:00,57256.8,57400.0,56667.4,56883.6,476.48133809,27204222.85410848
103,2021-11-29 08:00:00,57512.6,57626.6,57209.0,57256.8,328.13017405,18821204.31402425
104,2021-11-29 07:00:00,57431.3,57670.0,57391.3,57512.6,1036.4004104,59616767.04854211
105,2021-11-29 06:00:00,57326.9,57494.5,57326.8,57431.4,1272.45250046,73061688.58065301
106,2021-11-29 05:00:00,57261.8,57384.6,57134.3,57326.8,227.79046198,13046019.50271768
107,2021-11-29 04:00:00,57355.3,57636.3,57251.8,57261.7,255.73736099,14685489.83237757
108,2021-11-29 03:00:00,57324.0,57423.2,57201.0,57355.2,281.30643599,16127194.74580715
109,2021-11-29 02:00:00,57656.0,57721.8,57301.1,57324.0,500.79711881,28818551.28002488
110,2021-11-29 01:00:00,57766.4,58238.4,57521.4,57656.0,725.89670135,41938839.17034252
111,2021-11-29 00:00:00,57286.8,57966.1,57138.2,57766.4,865.3903031,49811861.82078575
112,2021-11-28 23:00:00,56046.4,57445.3,56046.4,57286.8,965.3723958,55081199.93776598
113,2021-11-28 22:00:00,56305.0,56741.3,56046.4,56046.4,956.1578258,54014330.68353046
114,2021-11-28 21:00:00,54924.0,56400.0,54875.0,56305.0,926.42180296,51698314.2342907
115,2021-11-28 20:00:00,54627.3,55150.0,54627.3,54924.0,333.26725023,18292946.0177764
116,2021-11-28 19:00:00,54109.8,54900.0,54045.5,54625.1,521.77792768,28471387.99221264
117,2021-11-28 18:00:00,53895.1,54158.1,53257.8,54102.8,899.62335527,48358976.3443666
118,2021-11-28 17:00:00,54172.9,54280.0,53788.0,53895.2,357.51264023,19310896.02322494
119,2021-11-28 16:00:00,54295.2,54372.7,53942.0,54172.9,490.60824617,26550060.86323444
120,2021-11-28 15:00:00,54368.2,54432.0,54182.8,54295.2,207.07036824,11247824.56032765
121,2021-11-28 14:00:00,54273.4,54550.0,54038.2,54368.2,332.54835081,18059606.77464781
122,2021-11-28 13:00:00,54350.4,54384.5,54200.4,54273.4,177.05989187,9612208.0759382
123,2021-11-28 12:00:00,54492.4,54632.5,54285.7,54350.4,229.15310761,12468482.36040192
124,2021-11-28 11:00:00,54727.3,54883.1,54438.8,54492.4,258.5005374,14126260.9998791
125,2021-11-28 10:00:00,54337.5,54930.0,54193.4,54727.2,281.56676055,15379343.89699063
126,2021-11-28 09:00:00,54393.7,54471.1,54134.0,54337.6,158.43825757,8600607.80424716
127,2021-11-28 08:00:00,54504.5,54685.3,54239.2,54393.7,310.68265838,16904145.86338989
128,2021-11-28 07:00:00,54486.3,54624.0,54348.1,54504.5,181.27191129,9878278.55177308
129,2021-11-28 06:00:00,54378.8,54600.5,54186.7,54486.3,275.0509152,14964230.21895601
130,2021-11-28 05:00:00,54045.1,54388.2,53975.5,54378.8,226.12551939,12259391.57633537
131,2021-11-28 04:00:00,54140.3,54212.9,53938.4,54045.0,203.16677748,10983904.86386528
132,2021-11-28 03:00:00,54354.4,54426.3,54042.0,54140.3,297.92944343,16160318.98294559
133,2021-11-28 02:00:00,54230.7,54367.9,53678.9,54358.8,645.31144631,34882572.89322637
134,2021-11-28 01:00:00,54677.4,54746.7,54113.1,54232.7,455.6601572,24785981.61980727
135,2021-11-28 00:00:00,54721.4,54888.0,54280.2,54677.5,391.54502947,21384694.48575487
136,2021-11-27 23:00:00,54842.6,54896.1,54373.3,54726.8,164.71083923,9001436.6100311
137,2021-11-27 22:00:00,54576.5,54988.0,54520.4,54842.6,189.18404597,10357556.40185491
138,2021-11-27 21:00:00,54254.5,54665.1,54015.4,54576.4,407.74624358,22112682.09618667
139,2021-11-27 20:00:00,54945.2,55071.0,54128.9,54263.3,376.36075631,20559684.2217514
140,2021-11-27 19:00:00,54974.9,55000.0,54847.1,54945.2,188.14890592,10334682.78419703
141,2021-11-27 18:00:00,54898.4,55043.3,54661.4,54974.9,265.89943953,14576543.91251771
142,2021-11-27 17:00:00,54910.4,55112.3,54822.0,54898.4,416.03544989,22882149.12431232
143,2021-11-27 16:00:00,54901.0,55220.0,54816.5,54910.4,851.31331364,46818028.65460418
144,2021-11-27 15:00:00,54724.2,55008.2,54612.1,54899.9,425.81337822,23348560.80050587
145,2021-11-27 14:00:00,54988.9,55228.8,54701.4,54723.7,501.60172034,27584986.14565707
146,2021-11-27 13:00:00,54719.2,55212.0,54659.4,54990.1,857.58450748,47170468.39164019
147,2021-11-27 12:00:00,54605.2,54825.0,54480.1,54719.2,331.06675351,18080218.06406014
148,2021-11-27 11:00:00,54716.1,54960.0,54527.4,54605.2,416.32915927,22795664.31272785
149,2021-11-27 10:00:00,54580.6,54900.0,54275.1,54716.1,483.79978844,26387053.25454373
150,2021-11-27 09:00:00,55050.7,55164.3,54572.2,54580.6,456.88793422,25092884.97192459
151,2021-11-27 08:00:00,54394.6,55275.6,54394.5,55050.7,823.90296894,45249210.47198109
152,2021-11-27 07:00:00,54242.7,54449.4,54222.5,54394.6,269.58043388,14647688.4438305
153,2021-11-27 06:00:00,54246.2,54477.4,54211.0,54242.6,347.7216579,18910869.55528182
154,2021-11-27 05:00:00,54477.6,54543.9,54245.2,54246.3,282.42926517,15370777.73239452
155,2021-11-27 04:00:00,54346.5,54600.0,54266.6,54477.6,373.67469455,20337498.05845621
156,2021-11-27 03:00:00,54390.0,54616.0,54285.8,54346.5,376.82816122,20527253.7306915
157,2021-11-27 02:00:00,54158.9,54514.2,54130.0,54390.0,322.96271793,17549419.88410919
158,2021-11-27 01:00:00,54090.5,54320.0,53917.0,54160.1,408.6816696,22107764.11803772
159,2021-11-27 00:00:00,53739.6,54615.3,53607.4,54090.5,645.69933321,34920463.98221803
160,2021-11-26 23:00:00,54063.6,54193.0,53514.4,53739.6,445.93599267,23967692.09609317
161,2021-11-26 22:00:00,53976.7,54387.8,53806.7,54063.7,385.56563325,20852571.3375545
162,2021-11-26 21:00:00,54507.9,54554.5,53970.0,53976.7,240.5741279,13058094.31000522
163,2021-11-26 20:00:00,54325.6,54561.5,54208.1,54508.0,203.41141689,11057320.63609621
164,2021-11-26 19:00:00,54075.1,54421.3,53980.0,54332.0,214.36332897,11628407.20574862
165,2021-11-26 18:00:00,54205.6,54317.0,53933.2,54075.1,286.08304503,15464952.83859978
166,2021-11-26 17:00:00,54267.5,54623.1,54150.0,54205.6,499.99335851,27156420.8908365
167,2021-11-26 16:00:00,54335.8,54557.7,54013.0,54267.5,560.06970924,30387967.643623
168,2021-11-26 15:00:00,54627.5,54627.6,54216.6,54325.0,408.56978828,22233752.62257146
169,2021-11-26 14:00:00,54571.2,54841.0,54284.7,54627.6,574.09014501,31363640.57090211
170,2021-11-26 13:00:00,54287.5,54614.3,53965.3,54571.2,516.04670733,27982363.62971157
171,2021-11-26 12:00:00,53698.3,54354.5,53488.0,54284.5,1122.03453547,60501619.16246543
172,2021-11-26 11:00:00,54572.3,54839.8,53656.2,53698.2,1265.21295562,68511557.47083913
173,2021-11-26 10:00:00,54849.8,54891.2,54502.0,54574.0,406.43069566,22223901.39059539
174,2021-11-26 09:00:00,55167.8,55443.5,54566.6,54849.8,1397.53503764,77015183.95148993
