"Time","Contracts","Funding Interval","Funding Rate"
"2021-08-02 01:00:00","BTCUSD Perpetual","8h","-0.0037%"
"2021-08-01 17:00:00","BTCUSD Perpetual","8h","-0.0049%"
"2021-08-01 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-08-01 01:00:00","BTCUSD Perpetual","8h","0.0087%"
"2021-07-31 17:00:00","BTCUSD Perpetual","8h","0.0024%"
"2021-07-31 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-31 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-30 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-30 09:00:00","BTCUSD Perpetual","8h","-0.0072%"
"2021-07-30 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-29 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-29 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-29 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-28 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-28 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-28 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-27 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-27 09:00:00","BTCUSD Perpetual","8h","0.0012%"
"2021-07-27 01:00:00","BTCUSD Perpetual","8h","-0.0110%"
"2021-07-26 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-26 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-26 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-25 17:00:00","BTCUSD Perpetual","8h","-0.0162%"
"2021-07-25 09:00:00","BTCUSD Perpetual","8h","0.0032%"
"2021-07-25 01:00:00","BTCUSD Perpetual","8h","-0.0051%"
"2021-07-24 17:00:00","BTCUSD Perpetual","8h","-0.0196%"
"2021-07-24 09:00:00","BTCUSD Perpetual","8h","-0.0123%"
"2021-07-24 01:00:00","BTCUSD Perpetual","8h","-0.0226%"
"2021-07-23 17:00:00","BTCUSD Perpetual","8h","-0.0159%"
"2021-07-23 09:00:00","BTCUSD Perpetual","8h","0.0060%"
"2021-07-23 01:00:00","BTCUSD Perpetual","8h","0.0028%"
"2021-07-22 17:00:00","BTCUSD Perpetual","8h","0.0075%"
"2021-07-22 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-22 01:00:00","BTCUSD Perpetual","8h","-0.0041%"
"2021-07-21 17:00:00","BTCUSD Perpetual","8h","0.0040%"
"2021-07-21 09:00:00","BTCUSD Perpetual","8h","-0.0026%"
"2021-07-21 01:00:00","BTCUSD Perpetual","8h","-0.0099%"
"2021-07-20 17:00:00","BTCUSD Perpetual","8h","-0.0141%"
"2021-07-20 09:00:00","BTCUSD Perpetual","8h","-0.0214%"
"2021-07-20 01:00:00","BTCUSD Perpetual","8h","-0.0169%"
"2021-07-19 17:00:00","BTCUSD Perpetual","8h","-0.0211%"
"2021-07-19 09:00:00","BTCUSD Perpetual","8h","-0.0091%"
"2021-07-19 01:00:00","BTCUSD Perpetual","8h","0.0086%"
"2021-07-18 17:00:00","BTCUSD Perpetual","8h","-0.0005%"
"2021-07-18 09:00:00","BTCUSD Perpetual","8h","-0.0098%"
"2021-07-18 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-17 17:00:00","BTCUSD Perpetual","8h","0.0064%"
"2021-07-17 09:00:00","BTCUSD Perpetual","8h","-0.0073%"
"2021-07-17 01:00:00","BTCUSD Perpetual","8h","-0.0142%"
"2021-07-16 17:00:00","BTCUSD Perpetual","8h","-0.0024%"
"2021-07-16 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-16 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-15 17:00:00","BTCUSD Perpetual","8h","-0.0108%"
"2021-07-15 09:00:00","BTCUSD Perpetual","8h","-0.0123%"
"2021-07-15 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-14 17:00:00","BTCUSD Perpetual","8h","-0.0009%"
"2021-07-14 09:00:00","BTCUSD Perpetual","8h","-0.0060%"
"2021-07-14 01:00:00","BTCUSD Perpetual","8h","-0.0194%"
"2021-07-13 17:00:00","BTCUSD Perpetual","8h","0.0047%"
"2021-07-13 09:00:00","BTCUSD Perpetual","8h","-0.0161%"
"2021-07-13 01:00:00","BTCUSD Perpetual","8h","0.0074%"
"2021-07-12 17:00:00","BTCUSD Perpetual","8h","-0.0113%"
"2021-07-12 09:00:00","BTCUSD Perpetual","8h","0.0087%"
"2021-07-12 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-11 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-11 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-11 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-10 17:00:00","BTCUSD Perpetual","8h","0.0031%"
"2021-07-10 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-10 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-09 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-09 09:00:00","BTCUSD Perpetual","8h","0.0084%"
"2021-07-09 01:00:00","BTCUSD Perpetual","8h","0.0060%"
"2021-07-08 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-08 09:00:00","BTCUSD Perpetual","8h","-0.0072%"
"2021-07-08 01:00:00","BTCUSD Perpetual","8h","-0.0078%"
"2021-07-07 17:00:00","BTCUSD Perpetual","8h","-0.0117%"
"2021-07-07 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-07 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-06 17:00:00","BTCUSD Perpetual","8h","-0.0095%"
"2021-07-06 09:00:00","BTCUSD Perpetual","8h","-0.0047%"
"2021-07-06 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-05 17:00:00","BTCUSD Perpetual","8h","-0.0013%"
"2021-07-05 09:00:00","BTCUSD Perpetual","8h","-0.0273%"
"2021-07-05 01:00:00","BTCUSD Perpetual","8h","0.0064%"
"2021-07-04 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-04 09:00:00","BTCUSD Perpetual","8h","0.0072%"
"2021-07-04 01:00:00","BTCUSD Perpetual","8h","0.0048%"
"2021-07-03 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-03 09:00:00","BTCUSD Perpetual","8h","0.0070%"
"2021-07-03 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-07-02 17:00:00","BTCUSD Perpetual","8h","-0.0086%"
"2021-07-02 09:00:00","BTCUSD Perpetual","8h","0.0046%"
"2021-07-02 01:00:00","BTCUSD Perpetual","8h","0.0068%"
"2021-07-01 17:00:00","BTCUSD Perpetual","8h","-0.0004%"
"2021-07-01 09:00:00","BTCUSD Perpetual","8h","-0.0082%"
"2021-07-01 01:00:00","BTCUSD Perpetual","8h","0.0098%"
"2021-06-30 17:00:00","BTCUSD Perpetual","8h","0.0040%"
"2021-06-30 09:00:00","BTCUSD Perpetual","8h","0.0047%"
"2021-06-30 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-29 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-29 09:00:00","BTCUSD Perpetual","8h","0.0080%"
"2021-06-29 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-28 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-28 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-28 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-27 17:00:00","BTCUSD Perpetual","8h","0.0036%"
"2021-06-27 09:00:00","BTCUSD Perpetual","8h","-0.0258%"
"2021-06-27 01:00:00","BTCUSD Perpetual","8h","-0.0370%"
"2021-06-26 17:00:00","BTCUSD Perpetual","8h","-0.0104%"
"2021-06-26 09:00:00","BTCUSD Perpetual","8h","-0.0110%"
"2021-06-26 01:00:00","BTCUSD Perpetual","8h","-0.0233%"
"2021-06-25 17:00:00","BTCUSD Perpetual","8h","-0.0283%"
"2021-06-25 09:00:00","BTCUSD Perpetual","8h","0.0055%"
"2021-06-25 01:00:00","BTCUSD Perpetual","8h","0.0055%"
"2021-06-24 17:00:00","BTCUSD Perpetual","8h","0.0080%"
"2021-06-24 09:00:00","BTCUSD Perpetual","8h","-0.0124%"
"2021-06-24 01:00:00","BTCUSD Perpetual","8h","-0.0121%"
"2021-06-23 17:00:00","BTCUSD Perpetual","8h","-0.0066%"
"2021-06-23 09:00:00","BTCUSD Perpetual","8h","-0.0096%"
"2021-06-23 01:00:00","BTCUSD Perpetual","8h","-0.0044%"
"2021-06-22 17:00:00","BTCUSD Perpetual","8h","-0.0079%"
"2021-06-22 09:00:00","BTCUSD Perpetual","8h","-0.0473%"
"2021-06-22 01:00:00","BTCUSD Perpetual","8h","0.0076%"
"2021-06-21 17:00:00","BTCUSD Perpetual","8h","-0.0140%"
"2021-06-21 09:00:00","BTCUSD Perpetual","8h","-0.0151%"
"2021-06-21 01:00:00","BTCUSD Perpetual","8h","-0.0291%"
"2021-06-20 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-20 09:00:00","BTCUSD Perpetual","8h","-0.0352%"
"2021-06-20 01:00:00","BTCUSD Perpetual","8h","0.0054%"
"2021-06-19 17:00:00","BTCUSD Perpetual","8h","-0.0035%"
"2021-06-19 09:00:00","BTCUSD Perpetual","8h","-0.0192%"
"2021-06-19 01:00:00","BTCUSD Perpetual","8h","-0.0266%"
"2021-06-18 17:00:00","BTCUSD Perpetual","8h","-0.0234%"
"2021-06-18 09:00:00","BTCUSD Perpetual","8h","-0.0050%"
"2021-06-18 01:00:00","BTCUSD Perpetual","8h","-0.0204%"
"2021-06-17 17:00:00","BTCUSD Perpetual","8h","-0.0352%"
"2021-06-17 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-17 01:00:00","BTCUSD Perpetual","8h","-0.0068%"
"2021-06-16 17:00:00","BTCUSD Perpetual","8h","-0.0240%"
"2021-06-16 09:00:00","BTCUSD Perpetual","8h","0.0018%"
"2021-06-16 01:00:00","BTCUSD Perpetual","8h","0.0000%"
"2021-06-15 17:00:00","BTCUSD Perpetual","8h","-0.0183%"
"2021-06-15 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-15 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-14 17:00:00","BTCUSD Perpetual","8h","-0.0006%"
"2021-06-14 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-14 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-13 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-13 09:00:00","BTCUSD Perpetual","8h","-0.0014%"
"2021-06-13 01:00:00","BTCUSD Perpetual","8h","-0.0099%"
"2021-06-12 17:00:00","BTCUSD Perpetual","8h","0.0073%"
"2021-06-12 09:00:00","BTCUSD Perpetual","8h","-0.0106%"
"2021-06-12 01:00:00","BTCUSD Perpetual","8h","-0.0052%"
"2021-06-11 17:00:00","BTCUSD Perpetual","8h","0.0046%"
"2021-06-11 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-11 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-10 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-10 09:00:00","BTCUSD Perpetual","8h","0.0049%"
"2021-06-10 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-09 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-09 09:00:00","BTCUSD Perpetual","8h","-0.0039%"
"2021-06-09 01:00:00","BTCUSD Perpetual","8h","-0.0081%"
"2021-06-08 17:00:00","BTCUSD Perpetual","8h","-0.0065%"
"2021-06-08 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-08 01:00:00","BTCUSD Perpetual","8h","-0.0222%"
"2021-06-07 17:00:00","BTCUSD Perpetual","8h","-0.0155%"
"2021-06-07 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-07 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-06 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-06 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-06 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-05 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-05 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-05 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-04 17:00:00","BTCUSD Perpetual","8h","-0.0037%"
"2021-06-04 09:00:00","BTCUSD Perpetual","8h","-0.0096%"
"2021-06-04 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-03 17:00:00","BTCUSD Perpetual","8h","0.0024%"
"2021-06-03 09:00:00","BTCUSD Perpetual","8h","0.0076%"
"2021-06-03 01:00:00","BTCUSD Perpetual","8h","0.0017%"
"2021-06-02 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-02 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-02 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-01 17:00:00","BTCUSD Perpetual","8h","-0.0061%"
"2021-06-01 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-06-01 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-31 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-31 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-31 01:00:00","BTCUSD Perpetual","8h","-0.0183%"
"2021-05-30 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-30 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-30 01:00:00","BTCUSD Perpetual","8h","-0.0078%"
"2021-05-29 17:00:00","BTCUSD Perpetual","8h","0.0036%"
"2021-05-29 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-29 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-28 17:00:00","BTCUSD Perpetual","8h","-0.0012%"
"2021-05-28 09:00:00","BTCUSD Perpetual","8h","-0.0072%"
"2021-05-28 01:00:00","BTCUSD Perpetual","8h","-0.0113%"
"2021-05-27 17:00:00","BTCUSD Perpetual","8h","-0.0038%"
"2021-05-27 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-27 01:00:00","BTCUSD Perpetual","8h","-0.0251%"
"2021-05-26 17:00:00","BTCUSD Perpetual","8h","-0.0298%"
"2021-05-26 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-26 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-25 17:00:00","BTCUSD Perpetual","8h","0.0022%"
"2021-05-25 09:00:00","BTCUSD Perpetual","8h","-0.0031%"
"2021-05-25 01:00:00","BTCUSD Perpetual","8h","-0.0063%"
"2021-05-24 17:00:00","BTCUSD Perpetual","8h","-0.0028%"
"2021-05-24 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-24 01:00:00","BTCUSD Perpetual","8h","0.0045%"
"2021-05-23 17:00:00","BTCUSD Perpetual","8h","-0.0235%"
"2021-05-23 09:00:00","BTCUSD Perpetual","8h","0.0073%"
"2021-05-23 01:00:00","BTCUSD Perpetual","8h","0.0039%"
"2021-05-22 17:00:00","BTCUSD Perpetual","8h","-0.0107%"
"2021-05-22 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-22 01:00:00","BTCUSD Perpetual","8h","0.0090%"
"2021-05-21 17:00:00","BTCUSD Perpetual","8h","-0.0121%"
"2021-05-21 09:00:00","BTCUSD Perpetual","8h","-0.0438%"
"2021-05-21 01:00:00","BTCUSD Perpetual","8h","-0.0017%"
"2021-05-20 17:00:00","BTCUSD Perpetual","8h","-0.0373%"
"2021-05-20 09:00:00","BTCUSD Perpetual","8h","-0.0612%"
"2021-05-20 01:00:00","BTCUSD Perpetual","8h","0.0025%"
"2021-05-19 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-19 09:00:00","BTCUSD Perpetual","8h","-0.3000%"
"2021-05-19 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-18 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-18 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-18 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-17 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-17 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-17 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-16 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-16 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-16 01:00:00","BTCUSD Perpetual","8h","0.0108%"
"2021-05-15 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-15 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-15 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-14 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-14 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-14 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-13 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-13 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-13 01:00:00","BTCUSD Perpetual","8h","-0.0094%"
"2021-05-12 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-12 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-12 01:00:00","BTCUSD Perpetual","8h","0.0350%"
"2021-05-11 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-11 09:00:00","BTCUSD Perpetual","8h","0.0149%"
"2021-05-11 01:00:00","BTCUSD Perpetual","8h","0.0132%"
"2021-05-10 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-10 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-10 01:00:00","BTCUSD Perpetual","8h","0.0573%"
"2021-05-09 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-09 09:00:00","BTCUSD Perpetual","8h","0.0172%"
"2021-05-09 01:00:00","BTCUSD Perpetual","8h","0.0404%"
"2021-05-08 17:00:00","BTCUSD Perpetual","8h","0.0321%"
"2021-05-08 09:00:00","BTCUSD Perpetual","8h","0.0304%"
"2021-05-08 01:00:00","BTCUSD Perpetual","8h","0.0348%"
"2021-05-07 17:00:00","BTCUSD Perpetual","8h","0.0337%"
"2021-05-07 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-07 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-06 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-06 09:00:00","BTCUSD Perpetual","8h","0.0591%"
"2021-05-06 01:00:00","BTCUSD Perpetual","8h","0.0372%"
"2021-05-05 17:00:00","BTCUSD Perpetual","8h","0.0532%"
"2021-05-05 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-05 01:00:00","BTCUSD Perpetual","8h","0.0257%"
"2021-05-04 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-04 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-04 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-03 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-05-03 09:00:00","BTCUSD Perpetual","8h","0.0470%"
"2021-05-03 01:00:00","BTCUSD Perpetual","8h","0.0560%"
"2021-05-02 17:00:00","BTCUSD Perpetual","8h","0.0267%"
"2021-05-02 09:00:00","BTCUSD Perpetual","8h","0.0341%"
"2021-05-02 01:00:00","BTCUSD Perpetual","8h","0.0345%"
"2021-05-01 17:00:00","BTCUSD Perpetual","8h","0.0236%"
"2021-05-01 09:00:00","BTCUSD Perpetual","8h","0.0381%"
"2021-05-01 01:00:00","BTCUSD Perpetual","8h","0.0127%"
"2021-04-30 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-30 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-30 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-29 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-29 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-29 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-28 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-28 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-28 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-27 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-27 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-27 01:00:00","BTCUSD Perpetual","8h","0.0067%"
"2021-04-26 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-26 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-26 01:00:00","BTCUSD Perpetual","8h","0.0035%"
"2021-04-25 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-25 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-25 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-24 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-24 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-24 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-23 17:00:00","BTCUSD Perpetual","8h","0.0049%"
"2021-04-23 09:00:00","BTCUSD Perpetual","8h","0.0092%"
"2021-04-23 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-22 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-22 09:00:00","BTCUSD Perpetual","8h","0.0315%"
"2021-04-22 01:00:00","BTCUSD Perpetual","8h","0.0156%"
"2021-04-21 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-21 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-21 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-20 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-20 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-20 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-19 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-19 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-19 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-18 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-18 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-18 01:00:00","BTCUSD Perpetual","8h","-0.0460%"
"2021-04-17 17:00:00","BTCUSD Perpetual","8h","0.0485%"
"2021-04-17 09:00:00","BTCUSD Perpetual","8h","0.0514%"
"2021-04-17 01:00:00","BTCUSD Perpetual","8h","0.0427%"
"2021-04-16 17:00:00","BTCUSD Perpetual","8h","0.0229%"
"2021-04-16 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-16 01:00:00","BTCUSD Perpetual","8h","0.0584%"
"2021-04-15 17:00:00","BTCUSD Perpetual","8h","0.0855%"
"2021-04-15 09:00:00","BTCUSD Perpetual","8h","0.0727%"
"2021-04-15 01:00:00","BTCUSD Perpetual","8h","0.0671%"
"2021-04-14 17:00:00","BTCUSD Perpetual","8h","0.0479%"
"2021-04-14 09:00:00","BTCUSD Perpetual","8h","0.1243%"
"2021-04-14 01:00:00","BTCUSD Perpetual","8h","0.1052%"
"2021-04-13 17:00:00","BTCUSD Perpetual","8h","0.0958%"
"2021-04-13 09:00:00","BTCUSD Perpetual","8h","0.0938%"
"2021-04-13 01:00:00","BTCUSD Perpetual","8h","0.1103%"
"2021-04-12 17:00:00","BTCUSD Perpetual","8h","0.0909%"
"2021-04-12 09:00:00","BTCUSD Perpetual","8h","0.0697%"
"2021-04-12 01:00:00","BTCUSD Perpetual","8h","0.1216%"
"2021-04-11 17:00:00","BTCUSD Perpetual","8h","0.1075%"
"2021-04-11 09:00:00","BTCUSD Perpetual","8h","0.1102%"
"2021-04-11 01:00:00","BTCUSD Perpetual","8h","0.1146%"
"2021-04-10 17:00:00","BTCUSD Perpetual","8h","0.0672%"
"2021-04-10 09:00:00","BTCUSD Perpetual","8h","0.1066%"
"2021-04-10 01:00:00","BTCUSD Perpetual","8h","0.1860%"
"2021-04-09 17:00:00","BTCUSD Perpetual","8h","0.0335%"
"2021-04-09 09:00:00","BTCUSD Perpetual","8h","0.0352%"
"2021-04-09 01:00:00","BTCUSD Perpetual","8h","0.0366%"
"2021-04-08 17:00:00","BTCUSD Perpetual","8h","0.0376%"
"2021-04-08 09:00:00","BTCUSD Perpetual","8h","0.0298%"
"2021-04-08 01:00:00","BTCUSD Perpetual","8h","0.0146%"
"2021-04-07 17:00:00","BTCUSD Perpetual","8h","0.0334%"
"2021-04-07 09:00:00","BTCUSD Perpetual","8h","0.0221%"
"2021-04-07 01:00:00","BTCUSD Perpetual","8h","0.0425%"
"2021-04-06 17:00:00","BTCUSD Perpetual","8h","0.0369%"
"2021-04-06 09:00:00","BTCUSD Perpetual","8h","0.0691%"
"2021-04-06 01:00:00","BTCUSD Perpetual","8h","0.0680%"
"2021-04-05 17:00:00","BTCUSD Perpetual","8h","0.1130%"
"2021-04-05 09:00:00","BTCUSD Perpetual","8h","0.0693%"
"2021-04-05 01:00:00","BTCUSD Perpetual","8h","0.0389%"
"2021-04-04 17:00:00","BTCUSD Perpetual","8h","0.0543%"
"2021-04-04 09:00:00","BTCUSD Perpetual","8h","0.0207%"
"2021-04-04 01:00:00","BTCUSD Perpetual","8h","0.0353%"
"2021-04-03 17:00:00","BTCUSD Perpetual","8h","0.0332%"
"2021-04-03 09:00:00","BTCUSD Perpetual","8h","0.0798%"
"2021-04-03 01:00:00","BTCUSD Perpetual","8h","0.1042%"
"2021-04-02 17:00:00","BTCUSD Perpetual","8h","0.0435%"
"2021-04-02 09:00:00","BTCUSD Perpetual","8h","0.0725%"
"2021-04-02 01:00:00","BTCUSD Perpetual","8h","0.1380%"
"2021-04-01 17:00:00","BTCUSD Perpetual","8h","0.0645%"
"2021-04-01 09:00:00","BTCUSD Perpetual","8h","0.0691%"
"2021-04-01 01:00:00","BTCUSD Perpetual","8h","0.0805%"
"2021-03-31 17:00:00","BTCUSD Perpetual","8h","0.0986%"
"2021-03-31 09:00:00","BTCUSD Perpetual","8h","0.0701%"
"2021-03-31 01:00:00","BTCUSD Perpetual","8h","0.0975%"
"2021-03-30 17:00:00","BTCUSD Perpetual","8h","0.0527%"
"2021-03-30 09:00:00","BTCUSD Perpetual","8h","0.0994%"
"2021-03-30 01:00:00","BTCUSD Perpetual","8h","0.0651%"
"2021-03-29 17:00:00","BTCUSD Perpetual","8h","0.0635%"
"2021-03-29 09:00:00","BTCUSD Perpetual","8h","0.0598%"
"2021-03-29 01:00:00","BTCUSD Perpetual","8h","0.0349%"
"2021-03-28 17:00:00","BTCUSD Perpetual","8h","0.0301%"
"2021-03-28 09:00:00","BTCUSD Perpetual","8h","0.0200%"
"2021-03-28 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-27 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-27 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-27 01:00:00","BTCUSD Perpetual","8h","0.0100%"
