timestamp,value
2019-03-05T00:00:00Z,274667.06
2019-03-06T00:00:00Z,280767.06
2019-03-07T00:00:00Z,285117.06
2019-03-08T00:00:00Z,289417.06
2019-03-09T00:00:00Z,293817.06
2019-03-10T00:00:00Z,298167.06
2019-03-11T00:00:00Z,303867.06
2019-03-12T00:00:00Z,308167.06
2019-03-13T00:00:00Z,312917.06
2019-03-14T00:00:00Z,317617.06
2019-03-15T00:00:00Z,322117.06
2019-03-16T00:00:00Z,327717.06
2019-03-17T00:00:00Z,332517.06
2019-03-18T00:00:00Z,337117.06
2019-03-19T00:00:00Z,338317.06
2019-03-20T00:00:00Z,343167.06
2019-03-21T00:00:00Z,348167.06
2019-03-22T00:00:00Z,352567.06
2019-03-23T00:00:00Z,356967.06
2019-03-24T00:00:00Z,361617.06
2019-03-25T00:00:00Z,365817.06
2019-03-26T00:00:00Z,371367.06
2019-03-27T00:00:00Z,375917.06
2019-03-28T00:00:00Z,380267.06
2019-03-29T00:00:00Z,384917.06
2019-03-30T00:00:00Z,389467.06
2019-03-31T00:00:00Z,393917.06
2019-04-01T00:00:00Z,398167.06
2019-04-02T00:00:00Z,402467.06
2019-04-03T00:00:00Z,407967.06
2019-04-04T00:00:00Z,412317.06
2019-04-05T00:00:00Z,416867.06
2019-04-06T00:00:00Z,421217.06
2019-04-07T00:00:00Z,425267.06
2019-04-08T00:00:00Z,429567.06
2019-04-09T00:00:00Z,434017.06
2019-04-10T00:00:00Z,439417.06
2019-04-11T00:00:00Z,443917.06
2019-04-12T00:00:00Z,448367.06
2019-04-13T00:00:00Z,452917.06
2019-04-14T00:00:00Z,457667.06
2019-04-15T00:00:00Z,462467.06
2019-04-16T00:00:00Z,467517.06
2019-04-17T00:00:00Z,472767.06
2019-04-18T00:00:00Z,477517.06
2019-04-19T00:00:00Z,482467.06
2019-04-20T00:00:00Z,487467.06
2019-04-21T00:00:00Z,490467.06
2019-04-22T00:00:00Z,495017.06
2019-04-23T00:00:00Z,499467.06
2019-04-24T00:00:00Z,504667.06
2019-04-25T00:00:00Z,509067.06
2019-04-26T00:00:00Z,513517.06
2019-04-27T00:00:00Z,518767.06
2019-04-28T00:00:00Z,524217.06
2019-04-29T00:00:00Z,528667.06
2019-04-30T00:00:00Z,533067.06
2019-05-01T00:00:00Z,536817.06
2019-05-02T00:00:00Z,541617.06
2019-05-03T00:00:00Z,546617.06
2019-05-04T00:00:00Z,551517.06
2019-05-05T00:00:00Z,556017.06
2019-05-06T00:00:00Z,560317.06
2019-05-07T00:00:00Z,562967.06
2019-05-08T00:00:00Z,565967.06
2019-05-09T00:00:00Z,571067.06
2019-05-10T00:00:00Z,576617.06
2019-05-11T00:00:00Z,581067.06
2019-05-12T00:00:00Z,585817.06
2019-05-13T00:00:00Z,590917.06
2019-05-14T00:00:00Z,595617.06
2019-05-15T00:00:00Z,600567.06
2019-05-16T00:00:00Z,605417.06
2019-05-17T00:00:00Z,608967.06
2019-05-18T00:00:00Z,613517.06
2019-05-19T00:00:00Z,616867.06
2019-05-20T00:00:00Z,619417.06
2019-05-21T00:00:00Z,620817.06
2019-05-22T00:00:00Z,624617.06
2019-05-23T00:00:00Z,629117.06
2019-05-24T00:00:00Z,633467.06
2019-05-25T00:00:00Z,637567.06
2019-05-26T00:00:00Z,641517.06
2019-05-27T00:00:00Z,645817.06
2019-05-28T00:00:00Z,650267.06
2019-05-29T00:00:00Z,653867.06
2019-05-30T00:00:00Z,656767.06
2019-05-31T00:00:00Z,661567.06
2019-06-01T00:00:00Z,664667.06
2019-06-02T00:00:00Z,667717.06
2019-06-03T00:00:00Z,668967.06
2019-06-04T00:00:00Z,670317.06
2019-06-05T00:00:00Z,670967.06
2019-06-06T00:00:00Z,673817.06
2019-06-07T00:00:00Z,677117.06
2019-06-08T00:00:00Z,680067.06
2019-06-09T00:00:00Z,683417.06
2019-06-10T00:00:00Z,686567.06
2019-06-11T00:00:00Z,689317.06
2019-06-12T00:00:00Z,691217.06
2019-06-13T00:00:00Z,694117.06
2019-06-14T00:00:00Z,697067.06
2019-06-15T00:00:00Z,700067.06
2019-06-16T00:00:00Z,702967.06
2019-06-17T00:00:00Z,705667.06
2019-06-18T00:00:00Z,708417.06
2019-06-19T00:00:00Z,711217.06
2019-06-20T00:00:00Z,714017.06
2019-06-21T00:00:00Z,716867.06
2019-06-22T00:00:00Z,719967.06
2019-06-23T00:00:00Z,722067.06
2019-06-24T00:00:00Z,725567.06
2019-06-25T00:00:00Z,728667.06
2019-06-26T00:00:00Z,730017.06
2019-06-27T00:00:00Z,733017.06
2019-06-28T00:00:00Z,736017.06
2019-06-29T00:00:00Z,738367.06
2019-06-30T00:00:00Z,741167.06
2019-07-01T00:00:00Z,743817.06
2019-07-02T00:00:00Z,746667.06
2019-07-03T00:00:00Z,749267.06
2019-07-04T00:00:00Z,752067.06
2019-07-05T00:00:00Z,754567.06
2019-07-06T00:00:00Z,757317.06
2019-07-07T00:00:00Z,759967.06
2019-07-08T00:00:00Z,762567.06
2019-07-09T00:00:00Z,765267.06
2019-07-10T00:00:00Z,767867.06
2019-07-11T00:00:00Z,770567.06
2019-07-12T00:00:00Z,773367.06
2019-07-13T00:00:00Z,775167.06
2019-07-14T00:00:00Z,777967.06
2019-07-15T00:00:00Z,779717.06
2019-07-16T00:00:00Z,779717.06
2019-07-17T00:00:00Z,782067.06
2019-07-18T00:00:00Z,784617.2
2019-07-19T00:00:00Z,787817.2
2019-07-20T00:00:00Z,789717.2
2019-07-21T00:00:00Z,792467.2
2019-07-22T00:00:00Z,795067.2
2019-07-23T00:00:00Z,796167.2
2019-07-24T00:00:00Z,796167.2
2019-07-25T00:00:00Z,798967.2
2019-07-26T00:00:00Z,799967.2
2019-07-27T00:00:00Z,800117.2
2019-07-28T00:00:00Z,800122.2
2019-07-29T00:00:00Z,800122.2
2019-07-30T00:00:00Z,800122.2
2019-07-31T00:00:00Z,800122.2
2019-08-01T00:00:00Z,800122.2
2019-08-02T00:00:00Z,802872.2
2019-08-03T00:00:00Z,805872.2
2019-08-04T00:00:00Z,808722.2
2019-08-05T00:00:00Z,811122.2
2019-08-06T00:00:00Z,813622.2
2019-08-07T00:00:00Z,816572.2
2019-08-08T00:00:00Z,819372.2
2019-08-09T00:00:00Z,821972.2
2019-08-10T00:00:00Z,824522.2
2019-08-11T00:00:00Z,827372.2
2019-08-12T00:00:00Z,829722.2
2019-08-13T00:00:00Z,829722.2
2019-08-14T00:00:00Z,829722.2
2019-08-15T00:00:00Z,829722.2
2019-08-16T00:00:00Z,829722.2
2019-08-17T00:00:00Z,829822.2
2019-08-18T00:00:00Z,830172.2
2019-08-19T00:00:00Z,830422.2
2019-08-20T00:00:00Z,830422.2
2019-08-21T00:00:00Z,830472.2
2019-08-22T00:00:00Z,830922.2
2019-08-23T00:00:00Z,832972.2
2019-08-24T00:00:00Z,835122.2
2019-08-25T00:00:00Z,835622.2
2019-08-26T00:00:00Z,838172.2
2019-08-27T00:00:00Z,840872.2
2019-08-28T00:00:00Z,843622.2
2019-08-29T00:00:00Z,846122.2
2019-08-30T00:00:00Z,848522.2
2019-08-31T00:00:00Z,850922.2
2019-09-01T00:00:00Z,853422.2
2019-09-02T00:00:00Z,855422.2
2019-09-03T00:00:00Z,858122.2
2019-09-04T00:00:00Z,860972.2
2019-09-05T00:00:00Z,863872.2
2019-09-06T00:00:00Z,866422.2
2019-09-07T00:00:00Z,868772.2
2019-09-08T00:00:00Z,871472.2
2019-09-09T00:00:00Z,873972.2
2019-09-10T00:00:00Z,876422.2
2019-09-11T00:00:00Z,879172.2
2019-09-12T00:00:00Z,881972.2
2019-09-13T00:00:00Z,883522.2
2019-09-14T00:00:00Z,885972.2
2019-09-15T00:00:00Z,889072.32
2019-09-16T00:00:00Z,891722.32
2019-09-17T00:00:00Z,894472.32
2019-09-18T00:00:00Z,897322.32
2019-09-19T00:00:00Z,899772.32
2019-09-20T00:00:00Z,900022.32
2019-09-21T00:00:00Z,901172.32
2019-09-22T00:00:00Z,904022.32
2019-09-23T00:00:00Z,906872.32
2019-09-24T00:00:00Z,909872.32
2019-09-25T00:00:00Z,912922.32
2019-09-26T00:00:00Z,915772.32
2019-09-27T00:00:00Z,918572.32
2019-09-28T00:00:00Z,921272.32
2019-09-29T00:00:00Z,924022.32
2019-09-30T00:00:00Z,925922.32
2019-10-01T00:00:00Z,927022.32
2019-10-02T00:00:00Z,928122.32
2019-10-03T00:00:00Z,929172.32
2019-10-04T00:00:00Z,930122.32
2019-10-05T00:00:00Z,931322.32
2019-10-06T00:00:00Z,933222.32
2019-10-07T00:00:00Z,935272.32
2019-10-08T00:00:00Z,937222.32
2019-10-09T00:00:00Z,938722.32
2019-10-10T00:00:00Z,940222.32
2019-10-11T00:00:00Z,941472.32
2019-10-12T00:00:00Z,942822.32
2019-10-13T00:00:00Z,944622.32
2019-10-14T00:00:00Z,946272.32
2019-10-15T00:00:00Z,947572.32
2019-10-16T00:00:00Z,949372.32
2019-10-17T00:00:00Z,953122.32
2019-10-18T00:00:00Z,955822.32
2019-10-19T00:00:00Z,957822.32
2019-10-20T00:00:00Z,959922.32
2019-10-21T00:00:00Z,961822.32
2019-10-22T00:00:00Z,962522.32
2019-10-23T00:00:00Z,963772.32
2019-10-24T00:00:00Z,965072.32
2019-10-25T00:00:00Z,966322.32
2019-10-26T00:00:00Z,967472.32
2019-10-27T00:00:00Z,968472.32
2019-10-28T00:00:00Z,969872.32
2019-10-29T00:00:00Z,970122.32
2019-10-30T00:00:00Z,970172.32
2019-10-31T00:00:00Z,971172.32
2019-11-01T00:00:00Z,972272.32
2019-11-02T00:00:00Z,973722.32
2019-11-03T00:00:00Z,974872.32
2019-11-04T00:00:00Z,976222.32
2019-11-05T00:00:00Z,977472.32
2019-11-06T00:00:00Z,979072.32
2019-11-07T00:00:00Z,980822.32
2019-11-08T00:00:00Z,982322.32
2019-11-09T00:00:00Z,983722.32
2019-11-10T00:00:00Z,985422.32
2019-11-11T00:00:00Z,987122.32
2019-11-12T00:00:00Z,988872.32
2019-11-13T00:00:00Z,991222.32
2019-11-14T00:00:00Z,993272.32
2019-11-15T00:00:00Z,995122.32
2019-11-16T00:00:00Z,996872.32
2019-11-17T00:00:00Z,998372.32
2019-11-18T00:00:00Z,1000172.32
2019-11-19T00:00:00Z,1001322.32
2019-11-20T00:00:00Z,1003422.32
2019-11-21T00:00:00Z,1005672.32
2019-11-22T00:00:00Z,1007372.32
2019-11-23T00:00:00Z,1009272.32
2019-11-24T00:00:00Z,1010922.32
2019-11-25T00:00:00Z,1012372.32
2019-11-26T00:00:00Z,1014222.32
2019-11-27T00:00:00Z,1016172.32
2019-11-28T00:00:00Z,1017772.32
2019-11-29T00:00:00Z,1019972.54
2019-11-30T00:00:00Z,1022322.54
2019-12-01T00:00:00Z,1024322.54
2019-12-02T00:00:00Z,1024472.54
2019-12-03T00:00:00Z,1025768.19
2019-12-04T00:00:00Z,1027418.19
2019-12-05T00:00:00Z,1029268.19
2019-12-06T00:00:00Z,1030968.19
2019-12-07T00:00:00Z,1032671.19
2019-12-08T00:00:00Z,1034521.19
2019-12-09T00:00:00Z,1037071.19
2019-12-10T00:00:00Z,1039021.19
2019-12-11T00:00:00Z,1041221.19
2019-12-12T00:00:00Z,1043521.19
2019-12-13T00:00:00Z,1045721.19
2019-12-14T00:00:00Z,1048071.19
2019-12-15T00:00:00Z,1051072.19
2019-12-16T00:00:00Z,1054822.19
2019-12-17T00:00:00Z,1057522.19
2019-12-18T00:00:00Z,1060222.19
2019-12-19T00:00:00Z,1063422.19
2019-12-20T00:00:00Z,1065672.19
2019-12-21T00:00:00Z,1067822.19
2019-12-22T00:00:00Z,1070172.19
2019-12-23T00:00:00Z,1072321.69
2019-12-24T00:00:00Z,1075071.69
2019-12-25T00:00:00Z,1078271.69
2019-12-26T00:00:00Z,1081171.69
2019-12-27T00:00:00Z,1083621.69
2019-12-28T00:00:00Z,1085921.69
2019-12-29T00:00:00Z,1087921.69
2019-12-30T00:00:00Z,1090071.69
2019-12-31T00:00:00Z,1091771.69
2020-01-01T00:00:00Z,1094221.69
2020-01-02T00:00:00Z,1096871.69
2020-01-03T00:00:00Z,1099671.69
2020-01-04T00:00:00Z,1102121.69
2020-01-05T00:00:00Z,1104921.69
2020-01-06T00:00:00Z,1107821.69
2020-01-07T00:00:00Z,1110621.69
2020-01-08T00:00:00Z,1112971.69
2020-01-09T00:00:00Z,1115021.69
2020-01-10T00:00:00Z,1116571.69
2020-01-11T00:00:00Z,1119178.69
2020-01-12T00:00:00Z,1121378.69
2020-01-13T00:00:00Z,1123278.69
2020-01-14T00:00:00Z,1125078.69
2020-01-15T00:00:00Z,1126878.69
2020-01-16T00:00:00Z,1127928.69
2020-01-17T00:00:00Z,1128428.69
2020-01-18T00:00:00Z,1129078.69
2020-01-19T00:00:00Z,1130928.69
2020-01-20T00:00:00Z,1132679.69
2020-01-21T00:00:00Z,1134329.69
2020-01-22T00:00:00Z,1136229.69
2020-01-23T00:00:00Z,1138279.69
2020-01-24T00:00:00Z,1140429.69
2020-01-25T00:00:00Z,1142379.69
2020-01-26T00:00:00Z,1144229.69
2020-01-27T00:00:00Z,1146429.69
2020-01-28T00:00:00Z,1148629.69
2020-01-29T00:00:00Z,1149279.69
2020-01-30T00:00:00Z,1150029.69
2020-01-31T00:00:00Z,1151079.69
2020-02-01T00:00:00Z,1153579.69
2020-02-02T00:00:00Z,1156129.69
2020-02-03T00:00:00Z,1158629.69
2020-02-04T00:00:00Z,1161429.69
2020-02-05T00:00:00Z,1162879.69
2020-02-06T00:00:00Z,1166329.69
2020-02-07T00:00:00Z,1168579.25
2020-02-08T00:00:00Z,1170629.25
2020-02-09T00:00:00Z,1172529.25
2020-02-10T00:00:00Z,1174479.25
2020-02-11T00:00:00Z,1176079.25
2020-02-12T00:00:00Z,1178429.25
2020-02-13T00:00:00Z,1180665.88
