"date","perpetual","future","basis","annual_basis","fear","Volatility"
2021-06-12,35606.8666666667,37340.9333333333,4.87003443156095,8.79981469069181,28,11.0329398817037
2021-06-13,38976.5,41188.4333333333,5.675043509123,10.3054272678104,23,14.2074208296928
2021-06-14,40401.8,42649.6,5.5636135023687,10.1535946418229,28,11.196909157257
2021-06-15,40202.7,42433.7666666667,5.54954435066965,10.1788125024845,38,9.4430042593318
2021-06-16,38343.7333333333,40204.9,4.85390050699288,8.94784689420404,33,7.28940626024256
2021-06-17,38052.5666666667,39656.8,4.21583476191268,7.81106440658948,26,9.19395777965454
2021-06-18,35712.7333333333,37032.7,3.69606732239295,6.88298251363993,25,10.3542547504415
2021-06-19,35564.8,36830.0333333333,3.55754378861497,6.6589922197152,23,9.81867927838835
2021-06-20,35592.6,36880,3.61704399229054,6.80526318137137,21,12.6774537942025
2021-06-21,31648.0666666667,32453.6333333333,2.54538981844072,4.81382012295784,23,14.9877960184218
2021-06-22,32488.5,33490.1333333333,3.08303963966736,5.86098681499264,10,28.6159233949887
2021-06-23,33549.6,34613.5,3.17112573622339,6.06000467917035,14,11.8806138336315
2021-06-24,34679.9333333333,35825.1,3.30210169569719,6.3435111522604,22,11.2030591304805
2021-06-25,31644.3,32674.3666666667,3.25514126293414,6.28638392048128,27,10.3981040335061
2021-06-26,32073.4666666667,33148.3666666667,3.35136831690579,6.50664593441815,20,17.1346149087305
2021-06-27,34546.8,35719.4333333333,3.39433271195404,6.6253018174504,22,15.8386846696656
2021-06-28,34371.1333333333,35474,3.20870032410917,6.29664310913896,25,9.76956158494619
2021-06-29,35951.8333333333,37200.2,3.47233103550584,6.85081528626829,25,7.93113625768621
2021-06-30,35047.2333333333,36281.9333333333,3.52295996735835,6.98848037003151,28,9.62100630430931
2021-07-01,33484.6,34593.1666666667,3.31067615162391,6.60326117673621,28,10.0495608135967
2021-07-02,33769.0333333333,34918.9333333333,3.40519075168473,6.82909134266444,21,8.78289792386122
2021-07-03,34570.6,35699.9333333333,3.26674496055416,6.5876348652059,24,6.64519865746407
2021-07-04,35324.9666666667,36461.3,3.216799449681,6.52295443963091,27,6.53383808906822
2021-07-05,33816.7333333333,34885.3,3.15987548570628,6.44332152113293,29,10.2046296308796
2021-07-06,34173.6333333333,35287.2333333333,3.25865262595234,6.68206858692474,20,10.1598464237423
2021-07-07,33934.2666666667,34962.8666666667,3.03115434938919,6.25068552275171,28,5.87016991486135
2021-07-08,32775.1666666667,33644.1,2.65119424767736,5.49821534319453,20,7.64565929967665
2021-07-09,33875.7666666667,34927.6666666667,3.10516957549793,6.47649654318139,20,7.16465372595262
2021-07-10,33569,34566.5333333333,2.97159085267161,6.23350954727091,20,6.63813743384587
2021-07-11,34284.7,35406.0333333333,3.27065231235311,6.9005092139242,20,5.13337947018622
2021-07-12,33123.0333333333,34139.9666666667,3.07016970064135,6.5151857019424,25,5.54103079609079
2021-07-13,32670.0666666667,33519.1333333333,2.59891317434309,5.54738776979665,20,7.10505947731216
2021-07-14,32824.6666666667,33580.1666666667,2.30162276336901,4.94171946252758,21,8.46311849837323
2021-07-15,31763.5666666667,32315.9333333333,1.73899446640649,3.7558164511146,20,6.11897794531168
2021-07-16,31449.9,32054.2666666667,1.92168072606481,4.17508014889081,22,7.44437006692848
2021-07-17,31547.6333333333,32127.3666666667,1.83764445087797,4.01640853036204,15,4.71923747350397
2021-07-18,31722.6333333333,32331.3333333333,1.91881926573982,4.21909055418694,19,6.09957050971542
2021-07-19,30873.6666666667,31377.8333333333,1.63299899590805,3.61239171822083,24,6.04717850415988
2021-07-20,29743.8666666667,30195.1333333333,1.51717552974505,3.37664066071308,19,8.96294520129126
2021-07-21,32114.7666666667,32737.1666666667,1.93804926705576,4.33980357346842,10,9.32958791125613
2021-07-22,32266.8666666667,32872.5333333333,1.87705448106726,4.22916596042932,21,5.21615493330873
2021-07-23,33452.4666666667,34273.8,2.45522502575793,5.56619338137667,23,7.99943749660541
2021-07-24,34149.5,35156.0333333333,2.94743212443325,6.72382953386335,22,6.1617456564583
2021-07-25,35121.4666666667,36231.8,3.16140935648094,7.25732336550657,27,6.69520241759509
2021-07-26,37380.8333333333,38535.3,3.08839200124839,7.13457645858015,26,25.1411372993131
2021-07-27,39232,40474.4333333333,3.1668875747689,7.36250932987674,32,10.1931938722713
2021-07-28,39949.9666666667,41212.4666666667,3.1602028871113,7.39406444740784,50,12.557350247797
2021-07-29,40067.9333333333,41326.4666666667,3.14099887025202,7.3965457267225,50,7.39174894601724
2021-07-30,41937.6333333333,43376.5,3.43096773065402,8.13183910187478,53,13.8942256675717
2021-07-31,41566.3666666667,42919.8,3.2560780310363,7.76776785181861,60,5.31457166083291
2021-08-01,39885.8,41093.6333333333,3.02822892691971,7.27173393635326,60,9.30005581770391
2021-08-02,39250.7333333333,40429,3.00189720446836,7.25624158695993,48,8.39223704326558
2021-08-03,38310.4,39405.8333333333,2.85936281879942,6.9577828590786,48,7.20352154270937
2021-08-04,39735.2666666667,40872.3333333333,2.86160572723808,7.00997376135504,42,7.09521504597512
2021-08-05,40928.2666666667,42132.8,2.94303529427093,7.25816136762764,50,12.9325409452156
2021-08-06,42779.1,44042.2,2.95261003620925,7.33131063412501,52,11.6567013800827
2021-08-07,44443.7666666667,45805.8333333333,3.06469673662525,7.66174184156312,69,7.00181825292799
2021-08-08,43964.4,45157.9333333333,2.71477225512762,6.8337370560109,74,9.36338641889676
2021-08-09,46248.6666666667,47658.1,3.04751127960446,7.7245945628863,65,10.7630556179487
2021-08-10,45483.7333333333,46786.3333333333,2.863881006543,7.3099060656517,71,6.93166497726034
2021-08-11,45648.1666666667,46996.0666666667,2.95280204754483,7.5899489250272,70,5.59964436770576
2021-08-12,44300.1666666667,45612.3666666667,2.96206560547176,7.66775848224958,70,7.98796458872755
2021-08-13,47719.0333333333,49452.3,3.63223339953101,9.469751363063,70,7.80451836290671
2021-08-14,47035.6666666667,48612.6666666667,3.35277484462146,8.80404905242325,76,7.33914139985181
2021-08-15,47057.9666666667,48598.3666666667,3.27340960333318,8.65793119722182,71,6.8706575878148
2021-08-16,45931.1333333333,47283.9,2.94520637418048,7.84671771223267,72,7.81068231079926
2021-08-17,44727.8,45969.6666666667,2.77649843423255,7.45163182716825,72,8.78406043432705
2021-08-18,44862.5,46089.7,2.73546949010868,7.39589899177531,73,7.61265056984766
2021-08-19,46781.6666666667,48314.6,3.27678221525527,8.9255634967774,70,9.09400269810856
2021-08-20,49236.7333333333,50915.8,3.41019103623177,9.35879494905711,70,7.42730268711221
2021-08-21,49008.6,50688.0333333333,3.42681352524522,9.47565861147351,78,6.58982978749745
2021-08-22,49308.5,51025.7333333333,3.48263145975509,9.70351513595883,76,6.22756670279594
2021-08-23,49553.2333333333,51259.6,3.44350217308388,9.66829456288937,79,5.14733336948813
2021-08-24,47885,49343.2666666667,3.04535171069576,8.61669282483683,79,6.12804661039749
2021-08-25,48967.9333333333,50548.5666666667,3.22789471749542,9.20454353035804,73,7.63059692581026
2021-08-26,47014.3,48407.6,2.96356640426424,8.5173365161925,75,6.98163719249621
2021-08-27,49014.5,50626.1,3.28800661028879,9.52478105361435,71,7.30531826016104
2021-08-28,48813.3333333333,50392.3,3.23470363288718,9.44533460803055,78,3.6801372260185
2021-08-29,48916.5333333333,50437.5333333333,3.10937815162699,9.15260504309557,72,7.15400072851898
2021-08-30,47142.6666666667,48456,2.78586984189836,8.2670121324626,73,7.60764610810927
2021-08-31,47152.2333333333,48549.2333333333,2.9627440764559,8.86394744185578,73,6.38961281554142
2021-09-01,48704.5,50302.8333333333,3.28169539433386,9.89932908208148,71,7.84465147998261
2021-09-02,49395.7,51021.5666666667,3.29151457852944,10.0116901763604,74,6.66268756631475
2021-09-03,49865.0333333333,51603.4666666667,3.48627729116798,10.6932034561035,74,7.36113180208575
2021-09-04,49887.8666666667,51580.7333333333,3.3933434716257,10.496359043588,72,5.14448830799952
2021-09-05,51750.9666666667,53692.5666666667,3.75181397577758,11.7043769329813,73,5.86509883809311
2021-09-06,52596.6666666667,54729.5,4.05507319855505,12.7594975644189,79,4.44643223538135
2021-09-07,46830.1666666667,48359.0666666667,3.26477591011494,10.3621148451474,79,26.020917238742
2021-09-08,46229,47582.8,2.92846481645722,9.37622507023585,47,10.3050773584341
2021-09-09,46443.6666666667,47694.6666666667,2.69358577775226,8.70052043256261,45,6.54249193077522
2021-09-10,44660.1666666667,45814.6,2.58492840376025,8.42409703011153,46,7.71699484225061
2021-09-11,45123.4,46315.0666666667,2.64090619648934,8.68406091638387,31,5.24023965003926
2021-09-12,46094.0666666667,47368.4333333333,2.76470868991093,9.17380610743171,32,7.92543269680642
2021-09-13,44954.6,46150.7,2.6606843348623,8.90963102958475,44,14.9447106124725
2021-09-14,47086.1,48391.4333333333,2.77222648155895,9.36909875712052,30,5.36778631593711
2021-09-15,48196.4666666667,49528.1333333333,2.76299645755497,9.42517483184641,49,4.16947679305601
2021-09-16,47752.2,49088.8666666667,2.79917295258999,9.63866158203158,53,7.34263067744847
2021-09-17,47168.0333333333,48448.8333333333,2.71539835241524,9.43924189172916,48,4.88641886752758
2021-09-18,48210.2,49604.5333333333,2.89219570409027,10.1504945383937,50,4.93621853137676
2021-09-19,47195.8333333333,48326.8,2.39632735940671,8.49183967168398,53,6.01874762952982
2021-09-20,43058.4666666667,43971.7666666667,2.12106949155953,7.59010161195321,50,11.9261160171134
2021-09-21,40667.3666666667,41469.3666666667,1.97209720160555,7.1268859265943,27,13.5336739289619
2021-09-22,43569,44502.2666666667,2.14204288982227,7.81845654785127,21,8.78937200603583
2021-09-23,44783.1333333333,45683.4666666667,2.01042952182892,7.41218965118745,27,7.83585831158097
2021-09-24,42783.9,43516,1.71115770184578,6.37318939973175,33,17.2660018866471
2021-09-25,42690.4,43389.4333333333,1.63744854424724,6.16153318196128,28,5.50950508120643
2021-09-26,43034.6333333333,43835.1,1.86005225248811,7.07207366831418,27,13.2004203727027
2021-09-27,42492.0666666667,43229.7666666667,1.73608877578718,6.67023582276126,26,7.98820794301324
2021-09-28,41193.1666666667,41787.6333333333,1.44311961126239,5.60360274585927,25,7.87187798031587
2021-09-29,41466,42113.6,1.56176144311001,6.12949383586188,24,6.50199927146447
2021-09-30,43769.4666666667,44556.3333333333,1.79775246671196,7.13238750380288,20,9.84431324376006
2021-10-01,48079.9333333333,49083.4,2.08707998763172,8.37125489544593,27,14.0068670583293
2021-10-02,47793.0333333333,48789.8,2.08558988025454,8.45822562547673,54,4.24567337267445
2021-10-03,48142.7666666667,49229.8,2.25793698326436,9.26007863923024,49,7.24700425775386
2021-10-04,49181.6666666667,50351.4333333333,2.3784608085669,9.86520676280589,54,9.00488569541744
2021-10-05,51479.3333333333,52684.0666666667,2.3402271461687,9.81819434886867,59,6.05006728979263
2021-10-06,55395.5333333333,56702.4,2.35915531095769,10.0126940523204,68,14.2559169883857
2021-10-07,53783.1,55092.1666666667,2.43397399306969,10.4517706761228,76,6.13678540617638
2021-10-08,53952.1666666667,55255.0333333333,2.41485513402304,10.4931205228382,74,8.80830456223852
2021-10-09,54989.3333333333,56445.5333333333,2.6481499442316,11.6454786704161,72,4.41470081505897
2021-10-10,54647.6,56055.4,2.57614241064567,11.4669753644594,71,8.65162953228182
2021-10-11,57353.6333333333,59027.7666666667,2.91896648221647,13.1533674815927,71,7.0945001227901
2021-10-12,56161.4666666667,57693.7333333333,2.72832380920727,12.4479773795082,78,9.11803157406161
2021-10-13,57331.3,59035.6,2.97272170699075,13.7347268740712,70,8.6348109350398
2021-10-14,57403.1,59093.4333333333,2.94467255833453,13.7795574845141,70,5.70983069080087
2021-10-15,61477.0333333333,63327.2333333333,3.00957918702433,14.2661870553751,71,11.9410064552695
2021-10-16,60892.7333333333,62518.8,2.67037884104396,12.8248457497506,78,5.64789825620016
2021-10-17,61470.5,63194.3333333333,2.80432619440762,13.6477208127837,79,9.46925610903326
2021-10-18,61989.4666666667,63682.1666666667,2.73062520299147,13.4686243120525,78,7.50094891669396
