,date,perpetual,future,basis,annual_basis,fear,Volatility,Unnamed: 0,Date,fundingRate,accumulation_funding_rate
141,2021-02-01,33574.2333333333,34257.8333333333,2.03608521217165,14.0220962725029,77,10.8404070895396,175,2021-02-01,0.00078104,0.08160215999999919
142,2021-02-02,35542.3,36562.2,2.8695385498406,20.141953282535,76,10.2083423069461,176,2021-02-02,0.0016078099999999,0.08082111999999919
143,2021-02-03,37516.9333333333,38648.3,3.01561605959263,21.5823502304179,78,8.08186526685732,177,2021-02-03,0.0017067299999999,0.07921330999999929
144,2021-02-04,37053.7333333333,38260.1666666667,3.25590223927054,23.7680863466749,80,9.89590592971891,178,2021-02-04,0.00114492,0.0775065799999994
145,2021-02-05,38125.7333333333,39294.0,3.0642470702203,22.8255138904165,81,7.65687161887558,179,2021-02-05,0.00144946,0.07636165999999939
146,2021-02-06,39412.9,40856.6,3.6630138863164,27.8541680938643,84,10.0793632343353,180,2021-02-06,0.00287767,0.07491219999999939
147,2021-02-07,38866.7333333333,39921.8,2.71457510364474,21.0812747410709,86,10.3305241380324,181,2021-02-07,0.0013304,0.07203452999999939
148,2021-02-08,45918.8666666667,47612.8333333333,3.68904284803779,29.2717530333433,83,24.0667196407492,182,2021-02-08,0.00319176,0.0707041299999994
149,2021-02-09,46490.9333333333,48081.9,3.42210094011164,27.7570409586833,95,13.5289984541147,183,2021-02-09,0.0025488999999999,0.06751236999999939
150,2021-02-10,44977.8666666667,46526.1,3.44221157665697,28.5547096699953,92,11.1490021187699,184,2021-02-10,0.00262748,0.0649634699999995
151,2021-02-11,47880.8,49601.0,3.59267180164075,30.4959350604389,93,13.4174034704595,185,2021-02-11,0.00289441,0.0623359899999995
152,2021-02-12,47441.2,49308.3333333333,3.93567897383146,34.2029244154401,92,11.0050153395878,186,2021-02-12,0.00204387,0.0594415799999995
153,2021-02-13,47154.0666666667,48929.0,3.76411507809152,33.5098049634977,92,6.01677717441156,187,2021-02-13,0.00190286,0.057397709999999505
154,2021-02-14,48727.0,50508.0333333333,3.65512617918881,33.3530263850979,95,9.49613917082089,188,2021-02-14,0.00346921,0.055494849999999506
155,2021-02-15,48051.2,49806.3,3.65256226691527,34.1842366006173,93,11.4054262487541,189,2021-02-15,0.0017597099999999,0.052025639999999505
156,2021-02-16,49119.6333333333,50818.5333333333,3.45869845662529,33.2217088596903,95,10.5547509077722,190,2021-02-16,0.00329093,0.05026592999999961
157,2021-02-17,52154.0333333333,54244.6,4.0084467740111,39.542785743623,95,8.14788181435632,191,2021-02-17,0.004021,0.04697499999999961
158,2021-02-18,51660.8,53415.2666666667,3.39612756029072,34.4329599862809,91,5.37169960028368,192,2021-02-18,0.00340948,0.042953999999999604
159,2021-02-19,55724.3666666667,57649.8333333333,3.45534060204664,36.0342662784863,93,8.54734507888912,193,2021-02-19,0.0035440299999999,0.0395445199999996
160,2021-02-20,55796.8333333333,57264.4333333333,2.63025679474043,28.2365802964781,91,12.3604797268458,194,2021-02-20,0.00233527,0.0360004899999997
161,2021-02-21,57352.7333333333,59147.8666666667,3.12998741123641,34.6195577303422,91,7.10194016131206,195,2021-02-21,0.00329068,0.0336652199999997
162,2021-02-22,53911.9,55059.2666666667,2.12822524649783,24.2750692178658,94,19.4465887481568,196,2021-02-22,0.00156612,0.030374539999999704
163,2021-02-23,48654.1333333333,49766.9,2.28709585482288,26.9287092583984,94,29.457313771301,197,2021-02-23,0.00106317,0.028808419999999706
164,2021-02-24,49392.4,50329.4666666667,1.89718796144077,23.0824535308628,76,16.1522780345389,198,2021-02-24,0.00030142,0.027745249999999708
165,2021-02-25,47411.9666666667,48132.0333333333,1.51874456448759,19.1152333116541,79,15.3123962899449,199,2021-02-25,0.0005343,0.027443829999999707
166,2021-02-26,46043.5333333333,46641.1666666667,1.29797452555769,16.9200250653056,55,17.2031423491587,200,2021-02-26,0.00055514,0.026909529999999706
167,2021-02-27,45978.4333333333,46411.3,0.941455885476746,12.7270888221856,56,10.7810773204315,201,2021-02-27,0.00056436,0.026354389999999707
168,2021-02-28,45295.8,45746.6666666667,0.995382942053499,13.9736451480587,55,13.704206235112,202,2021-02-28,0.00035013,0.025790029999999707
169,2021-03-01,49488.9666666667,50022.8333333333,1.07875896917091,15.7498809498953,38,9.12266297454418,203,2021-03-01,0.0003,0.025439899999999706
170,2021-03-02,48215.9,48730.4666666667,1.06721365082198,16.2305409395842,78,9.46129300385796,204,2021-03-02,0.0003,0.025139899999999705
171,2021-03-03,50589.4666666667,51173.6333333333,1.1547199548786,18.3249036317691,78,11.3725737275072,205,2021-03-03,0.0008557899999999,0.024839899999999707
172,2021-03-04,48376.8,48690.9666666667,0.649415973496963,10.7744013784723,84,15.329882295473,206,2021-03-04,0.0003,0.023984109999999805
173,2021-03-05,48832.2333333333,49192.3,0.737354493309389,12.8159233360918,77,11.0876360651037,207,2021-03-05,0.0003,0.023684109999999804
174,2021-03-06,48936.9333333333,49311.9666666667,0.766360512986797,13.986079362009,77,7.68372134164026,208,2021-03-06,0.0003,0.023384109999999805
175,2021-03-07,50976.1333333333,51571.1,1.1671475017067,22.4215177959444,76,8.42246382704468,209,2021-03-07,0.0013264799999999,0.023084109999999804
176,2021-03-08,52121.8,52745.4,1.19642836586609,24.2609085300624,81,9.49871903139524,210,2021-03-08,0.0013099,0.021757629999999903
177,2021-03-09,54748.4666666667,55365.5666666667,1.1271548548696,24.2006777663179,81,9.19302142472482,211,2021-03-09,0.00127541,0.020447729999999904
178,2021-03-10,56206.8333333333,56799.5666666667,1.05455742332635,24.0570912196324,68,11.6492208973269,212,2021-03-10,0.0026061599999999,0.019172319999999902
179,2021-03-11,57847.8666666667,58536.6333333333,1.19065180162219,28.9725271728067,73,9.94177454255183,213,2021-03-11,0.00316909,0.01656616
180,2021-03-12,57292.0,57850.4,0.974656147455145,25.4106781300806,70,9.16740442914685,214,2021-03-12,0.00129375,0.01339707
181,2021-03-13,61251.1666666667,62315.9,1.73830702544442,48.8063126374779,74,10.4614833870031,215,2021-03-13,0.00334109,0.01210332
182,2021-03-14,59568.2333333333,60379.4333333333,1.36179966167648,41.421406375993,78,6.73175175691708,216,2021-03-14,0.00261671,0.00876223
183,2021-03-15,55938.9333333333,56208.4,0.481715775774549,15.9842052870646,76,13.8141504233335,217,2021-03-15,0.00093098,0.00614552
184,2021-03-16,56633.2,56869.4333333333,0.417128704246515,15.2251977049978,71,9.77431219897066,218,2021-03-16,0.00041442,0.005214539999999999
185,2021-03-17,58712.2,58983.7333333333,0.462481960024208,18.756212823204,71,12.6331219608652,219,2021-03-17,0.0004321,0.00480012
186,2021-03-18,57677.8333333333,57855.6666666667,0.308321798957997,14.0671820774586,72,10.6553306464956,220,2021-03-18,0.00090599,0.004368019999999999
187,2021-03-19,58174.7333333333,58412.1666666667,0.408138241000378,21.2814939950197,71,6.05297378661363,221,2021-03-19,0.00037285,0.0034620299999999996
