date,open,close,low,high
2020-06-14,1.1866717797946187,1.4257006874669411,1.0409177245753163,1.6085649491060598
2020-06-15,0.8780964313396429,1.207437299964668,0.7348734873487268,1.2262858745241074
2020-06-16,0.9829970909167327,0.829756185890965,0.8247290860850903,1.2156310325037825
2020-06-17,1.2747290008795005,0.9043136923856231,0.7873264808731512,1.3291667106555
2020-06-18,0.8476564165991386,1.258228304306816,0.768426611486515,1.3503367911260638
2020-06-19,0.9366094951341509,0.9017854284281188,0.712168084557868,1.3449740443605436
2020-06-20,0.8970666666666705,0.8417635106806255,0.5805452359547969,0.9518716577540107
2020-06-21,0.7312280551051783,0.864491723747338,0.583369144821651,1.005524507656309
2020-06-22,1.186244523435555,0.7411538832816745,0.6673134971970638,1.7136550822084273
2020-06-23,1.1934490365006112,1.1791378524990646,1.1097372167208832,1.3354435617345097
2020-06-24,0.8054109854187237,1.1812741553422152,0.581095596133194,1.5305225493541816
2020-06-25,0.6920079024927438,0.8220774176843622,0.5839642960232738,0.8223011516521326
2020-06-26,0.9298928388440033,0.7830592087547409,0.695887445887438,1.37052071057571
2020-06-27,0.5025573595123786,0.9096773488153301,0.26834531569708286,0.9766177270255494
2020-06-28,0.8568133135607183,0.6203017985411295,0.46090626388271877,0.9793253536452665
2020-06-29,0.9471862037430185,0.8560874283396768,0.7344868473057797,0.9864111309620526
2020-06-30,0.8639947437582088,0.9014606496620965,0.8404466310910346,1.0759486771390965
2020-07-01,0.9621003874374973,0.9384009910216113,0.852195625033925,1.2146101809387901
2020-07-02,0.6263323297365009,0.9744729282965653,0.4254517655140281,1.0965125709651218
2020-07-03,0.7331814128603822,0.6749626242195218,0.5784033428634304,0.8824528901702423
2020-07-04,1.0318990447813594,0.7759884483537963,0.7146881109920659,1.12624866700037
2020-07-05,0.8222107107824268,0.9811221584687526,0.5075059227737752,1.0524586573212176
2020-07-06,1.3016936013522933,0.8835208471211159,0.8521723772518425,1.3886963106754577
2020-07-07,1.0490342396123982,1.2616842466340874,0.9988624668219568,1.459659448336155
2020-07-08,1.3143552568919068,1.0765252577709976,0.965865555831346,1.415592647369533
2020-07-09,1.0842513039149992,1.2752120039956643,1.0001518668778222,1.3152429738335871
2020-07-10,1.0640603328710205,1.1124013761218976,0.9542316209996052,1.230405840669963
