date,open,close,low,high
2020-09-13,1.8970268591833568,1.9466446750158222,1.8679417653118817,2.0699824193273977
2020-09-14,2.0837637336839103,1.920362854167268,1.6546392734058255,2.166058240824596
2020-09-15,2.3265737768789876,2.046014251870441,2.0162846519508704,2.470817120622575
2020-09-16,2.6732242023883015,2.435337588176016,2.3112149532710213,2.8173712348650817
2020-09-17,3.2923130492151884,2.648145115805181,2.5828626189840045,3.416503215800757
2020-09-18,3.008509470216848,3.077346293154833,2.903428634833747,3.2312816535109765
2020-09-19,3.1960374919782577,3.156359659116796,3.0174311926605473,3.365600071703863
2020-09-20,3.0350688408796183,3.3115637889861653,2.803261977573904,3.2221961478058376
2020-09-21,2.313109529171514,3.0131259470215634,2.2438668280406544,3.08244772963416
2020-09-22,1.8704132042605441,2.2547332185886333,1.8473528262878558,2.2997053860015515
2020-09-23,1.7360570182271489,1.9731897363689088,1.5648150803437504,1.9444866631202873
2020-09-24,2.3963724551899688,1.7723708375035365,1.7376467242613423,2.540332289910918
2020-09-25,2.1673217293655282,2.284567267295311,2.088593930405234,2.3932311896895513
2020-09-26,2.1388032021471908,1.9851256432408033,1.8916562772429542,2.3219340169829774
2020-09-27,2.2169091653332273,2.250266784206375,1.9086629001883306,2.4118480646864286
2020-09-28,2.109642502117013,2.245508982035928,1.9796954314720845,2.365826944140204
2020-09-29,2.026367867993425,2.010289545187174,1.91221126456016,2.132330464907314
2020-09-30,2.1245509873625146,2.137835337650327,2.0824185577219487,2.2520426585270528
2020-10-01,2.1862096272413565,2.1086096152598457,1.9878426338442987,2.674418604651166
2020-10-02,2.1863982713522017,2.092575462971692,2.071873502635369,2.210766049494478
2020-10-03,2.158573201110066,2.1212437296717988,2.0366308713362007,2.162208196519649
2020-10-04,2.384973354349628,2.0731186874674035,2.047629435028781,2.4367604867895656
2020-10-05,2.2305144048239476,2.3278406755595307,2.149095852654721,2.452148655693748
2020-10-06,2.2103204964719882,2.222738897930714,2.170723164162725,2.417191400573792
2020-10-07,2.0959010779723952,2.1673872411123942,1.9878785593771642,2.183216756848462
2020-10-08,2.452231053027651,2.074875958502474,1.9956410499384099,2.577781025631664
2020-10-09,2.50620907654098,2.4485519168374674,2.412453476052049,2.8277541525824055
2020-10-10,2.5562399217531393,2.429248476641845,2.409627652354877,2.710896309314587
2020-10-11,2.627522483242177,2.6668082357833605,2.368323343764931,2.839055869252615
2020-10-12,3.3529759913538117,2.6383090917080523,2.5242270829084816,3.402470485725507
2020-10-13,2.8426236103943814,3.2994570513712995,2.7571991085349845,3.3553907982261606
2020-10-14,2.816048581006368,2.8584127094789498,2.544337137840204,3.0570711007188014
2020-10-15,3.255028003518939,2.866395766229894,2.8453354435944815,3.3881998075772906
2020-10-16,2.7782186249096297,3.319743739079787,2.536917499336808,3.360248933081854
2020-10-17,2.827958506809685,2.661128920848019,2.634102168007251,2.957636006310097
2020-10-18,3.0230305357501255,2.895375844594598,2.8167026764848506,3.255376250392112
2020-10-19,3.012104719902399,2.9329937816694365,2.731015152842246,3.2148900169204735
2020-10-20,3.100580416593372,2.8890140652737952,2.667296117077773,3.191595382443312
2020-10-21,3.4691600701269745,3.071307456503027,3.007594766178863,3.8551147836351745
2020-10-22,3.0417605481650583,3.512829667344488,2.0601980198019834,3.6170113294581556
2020-10-23,3.088919691185464,3.0335297135129196,2.756940986055771,3.2582520964157764
2020-10-24,3.270225072492683,3.0765052762259466,2.9795158286778283,3.4156190476190424
2020-10-25,3.3739189366109894,3.367725392634206,3.3001173681909246,3.583015410495962
2020-10-26,3.21539454674003,3.492141529290667,3.177337989910746,3.519404490775415
2020-10-27,3.468486903648259,3.198235456299961,3.143254093138572,3.946611939538175
2020-10-28,2.883887189118787,3.361246206165213,2.5255759349891074,3.6914552601424364
2020-10-29,2.946202389339412,2.958301743745267,2.8005698656854037,3.2604679347906473
2020-10-30,2.8599824959577558,2.970516515185103,2.6997326997327025,3.1031243371011272
2020-10-31,3.0209196505153617,2.9148942455394122,2.774753943288717,3.8365591397849514
2020-11-01,3.048304697966818,3.1041639069192333,2.877203862851073,3.5524317503173046
2020-11-02,3.184233868262751,3.184838968816186,2.6235276120544593,3.3900792486058116
2020-11-03,3.109636005543798,2.9215614521176008,2.637964240760677,3.344665790420524
2020-11-04,3.290196470101451,3.3152197729961848,2.7926630454648467,3.342666011241951
2020-11-05,3.4784406455530976,3.188743592126806,3.107814116052646,3.9607451763140338
2020-11-06,3.075687483937296,3.1797821858705886,2.906236601695197,3.3851194991808136
2020-11-07,3.8026589564136613,3.1369931586851396,2.9804866731968858,3.863153164633369
2020-11-08,3.050337023465622,3.770242065915489,2.983214498894749,3.9926666666666644
2020-11-09,2.8620104455816793,3.145958831298517,2.8239789575618017,3.4115166177212544
2020-11-10,2.980154109813056,2.883621084597565,2.737881802838358,3.03048103909666
