,date,price
251,2011-03-25,0.8837700000000001
252,2011-03-26,0.8552
253,2011-03-27,0.8275399999999999
254,2011-03-28,0.79898
255,2011-03-29,0.7925
256,2011-03-30,0.7897
257,2011-03-31,0.78461
258,2011-04-01,0.7741100000000001
259,2011-04-02,0.78199
260,2011-04-03,0.779
261,2011-04-04,0.68
262,2011-04-05,0.71
263,2011-04-06,0.74
264,2011-04-07,0.7538
265,2011-04-08,0.7499899999999999
266,2011-04-09,0.746584
267,2011-04-10,0.7369
268,2011-04-11,0.77
269,2011-04-12,0.86
270,2011-04-13,0.93115
271,2011-04-14,0.99936
272,2011-04-15,0.9869040000000002
273,2011-04-16,1.0499
274,2011-04-17,1.13057
275,2011-04-18,1.16199
276,2011-04-19,1.1965
277,2011-04-20,1.1421
278,2011-04-21,1.208
279,2011-04-22,1.40901
280,2011-04-23,1.665325
281,2011-04-24,1.63011
282,2011-04-25,1.57623
283,2011-04-26,1.7949
284,2011-04-27,1.9
285,2011-04-28,2.2105900000000003
286,2011-04-29,2.88
287,2011-04-30,3.5
288,2011-05-01,3.03311
289,2011-05-02,3.2
290,2011-05-03,3.3975
291,2011-05-04,3.4060900000000003
292,2011-05-05,3.333
293,2011-05-06,3.452
294,2011-05-07,3.641
295,2011-05-08,3.86585
296,2011-05-09,3.8
297,2011-05-10,5.805
298,2011-05-11,5.5
299,2011-05-12,6.363463333333333
300,2011-05-13,8.193999999999999
301,2011-05-14,7.026584285714287
302,2011-05-15,6.988455
303,2011-05-16,8.0
304,2011-05-17,7.20995
305,2011-05-18,6.8849912500000015
306,2011-05-19,6.88955
307,2011-05-20,5.5903616666666665
308,2011-05-21,6.132744285714287
309,2011-05-22,6.736269999999999
310,2011-05-23,7.106383999999999
311,2011-05-24,7.42
312,2011-05-25,8.409413571428571
313,2011-05-26,8.77355
314,2011-05-27,8.5002
315,2011-05-28,8.3001
316,2011-05-29,8.4299
317,2011-05-30,8.800025000000002
318,2011-05-31,8.715455
319,2011-06-01,9.6074975
320,2011-06-02,10.643019999999998
321,2011-06-03,14.317785714285714
322,2011-06-04,18.64759333333334
323,2011-06-05,16.675
324,2011-06-06,18.37141428571429
325,2011-06-07,23.396988372093016
326,2011-06-08,29.64085384615385
327,2011-06-09,28.9407
328,2011-06-10,23.86174117647059
329,2011-06-11,14.651199999999998
330,2011-06-12,18.71959
331,2011-06-13,19.409272222222214
332,2011-06-14,19.32056428571429
333,2011-06-15,19.49
334,2011-06-16,17.363817999999995
335,2011-06-17,15.834064285714286
336,2011-06-18,16.876666666666665
337,2011-06-19,17.405467272497287
338,2011-06-20,17.4795582704942
339,2011-06-21,17.850482972780885
340,2011-06-22,17.906287114865226
341,2011-06-23,18.16839759701135
342,2011-06-24,18.585396059959717
343,2011-06-25,17.943275642315022
344,2011-06-26,16.366438571428574
345,2011-06-27,16.750066666666665
346,2011-06-28,16.943002500000002
347,2011-06-29,16.899833333333333
348,2011-06-30,16.153598125000002
349,2011-07-01,15.363328181818185
350,2011-07-02,15.4
351,2011-07-03,15.440396666666668
352,2011-07-04,13.820056
353,2011-07-05,12.886805625
354,2011-07-06,14.767071111111116
355,2011-07-07,14.770078461538462
356,2011-07-08,14.313770000000002
357,2011-07-09,14.3775
358,2011-07-10,14.74739
359,2011-07-11,14.210998421052633
360,2011-07-12,14.01648166666667
361,2011-07-13,13.954294285714283
362,2011-07-14,13.997809
363,2011-07-15,13.81
364,2011-07-16,13.719048571428573
365,2011-07-17,13.167918750000004
366,2011-07-18,13.423071481481482
367,2011-07-19,13.84199375
368,2011-07-20,13.693134848484846
369,2011-07-21,13.612104
370,2011-07-22,13.69542
371,2011-07-23,13.68
372,2011-07-24,13.98001
373,2011-07-25,14.0026
374,2011-07-26,13.88117
375,2011-07-27,13.9076
376,2011-07-28,13.481906666666667
377,2011-07-29,13.514396363636363
378,2011-07-30,13.53281315789474
379,2011-07-31,13.379893333333332
380,2011-08-01,13.095602000000005
381,2011-08-02,12.060019
382,2011-08-03,9.26005
383,2011-08-04,10.743663333333332
384,2011-08-05,9.7726675
385,2011-08-06,6.511275454545455
386,2011-08-07,8.166288292682923
387,2011-08-08,7.8298549999999985
388,2011-08-09,9.74886068965517
389,2011-08-10,10.01468625
390,2011-08-11,9.45624
391,2011-08-12,9.46034
392,2011-08-13,10.123339655172405
393,2011-08-14,10.74426461538462
394,2011-08-15,11.138136
395,2011-08-16,10.958955
396,2011-08-17,10.993066666666667
397,2011-08-18,10.847017692307691
398,2011-08-19,11.65
399,2011-08-20,11.450997999999998
400,2011-08-21,11.323212000000002
401,2011-08-22,10.940764736842109
402,2011-08-23,10.927407
403,2011-08-24,10.8506
404,2011-08-25,9.684139710144926
405,2011-08-26,8.179189444444445
406,2011-08-27,8.5902
407,2011-08-28,9.078464285714286
408,2011-08-29,8.96809375
409,2011-08-30,8.795466000000001
410,2011-08-31,8.22353625
411,2011-09-01,8.228883750000001
412,2011-09-02,8.62278
413,2011-09-03,8.479
414,2011-09-04,8.17871357142857
415,2011-09-05,7.629207142857145
416,2011-09-06,6.864676666666665
417,2011-09-07,7.186077777777778
418,2011-09-08,6.5331220000000005
419,2011-09-09,5.05558
420,2011-09-10,4.764342000000001
421,2011-09-11,5.914224166666667
422,2011-09-12,6.061434285714286
423,2011-09-13,5.8
424,2011-09-14,5.619543333333333
425,2011-09-15,4.805915714285715
426,2011-09-16,4.811
427,2011-09-17,4.7647
428,2011-09-18,5.2382333333333335
429,2011-09-19,5.462770769230769
430,2011-09-20,6.114797272727272
431,2011-09-21,5.660935625
432,2011-09-22,5.473564
433,2011-09-23,5.557576363636364
434,2011-09-24,5.471526666666668
435,2011-09-25,5.331829999999999
436,2011-09-26,4.86916
437,2011-09-27,4.709366666666667
438,2011-09-28,4.7093475
439,2011-09-29,4.7846224999999984
440,2011-09-30,5.149056666666667
441,2011-10-01,5.0181025
442,2011-10-02,5.02701
443,2011-10-03,5.02401
444,2011-10-04,4.96
445,2011-10-05,4.879936666666667
446,2011-10-06,4.734425
447,2011-10-07,4.2728
448,2011-10-08,4.00587
449,2011-10-09,4.10288
450,2011-10-10,4.086946666666667
451,2011-10-11,3.9591533333333335
452,2011-10-12,4.15
453,2011-10-13,4.04615
454,2011-10-14,3.98794
455,2011-10-15,3.848035
456,2011-10-16,3.5723744444444443
457,2011-10-17,2.5544640000000003
458,2011-10-18,2.409323333333333
459,2011-10-19,2.2622557142857147
460,2011-10-20,2.348005
461,2011-10-21,2.562545
462,2011-10-22,3.138733333333333
463,2011-10-23,3.16469030083056
464,2011-10-24,2.538475833333333
465,2011-10-25,2.773611666666667
466,2011-10-26,2.77301
467,2011-10-27,3.0401142105263164
468,2011-10-28,3.185198
469,2011-10-29,3.56826
470,2011-10-30,3.2624975
471,2011-10-31,3.243748333333333
472,2011-11-01,3.163762
473,2011-11-02,3.253693333333333
474,2011-11-03,3.1555
475,2011-11-04,3.05545
476,2011-11-05,2.972505
477,2011-11-06,2.959772
478,2011-11-07,3.0061166666666668
479,2011-11-08,3.0456833333333333
480,2011-11-09,2.9482128571428565
481,2011-11-10,2.8477188461538465
482,2011-11-11,3.0735269230769235
483,2011-11-12,3.03099
484,2011-11-13,2.99599
485,2011-11-14,2.1422394871794865
486,2011-11-15,2.324486197288458
487,2011-11-16,2.567874444444445
488,2011-11-17,2.25
489,2011-11-18,2.0510271428571434
490,2011-11-19,2.1994325
491,2011-11-20,2.1998700000000007
492,2011-11-21,2.28936
493,2011-11-22,2.326955
494,2011-11-23,2.332055
495,2011-11-24,2.427627826086956
496,2011-11-25,2.493312857142857
497,2011-11-26,2.47003
498,2011-11-27,2.4769754545454545
499,2011-11-28,2.5472952941176468
500,2011-11-29,2.750195
501,2011-11-30,2.94431
502,2011-12-01,3.068399583333333
503,2011-12-02,3.1109315384615384
504,2011-12-03,2.7837090243902427
505,2011-12-04,2.8280966666666667
506,2011-12-05,2.85107
507,2011-12-06,3.0335100000000006
508,2011-12-07,2.9737285714285715
509,2011-12-08,2.988714000000001
510,2011-12-09,2.962285
511,2011-12-10,3.05437625
512,2011-12-11,3.25089125
513,2011-12-12,3.1458730000000004
514,2011-12-13,3.2499
515,2011-12-14,3.147667777777777
516,2011-12-15,3.201991666666667
517,2011-12-16,3.206595
518,2011-12-17,3.2000233333333328
519,2011-12-18,3.192505
520,2011-12-19,3.5238750000000003
521,2011-12-20,3.981072424242424
522,2011-12-21,3.8821
523,2011-12-22,3.908236249999999
524,2011-12-23,3.94678
525,2011-12-24,3.94
526,2011-12-25,4.225
527,2011-12-26,4.011599411764705
528,2011-12-27,4.107745
529,2011-12-28,4.183901479291041
530,2011-12-29,4.166566666666666
531,2011-12-30,4.2478428571428575
532,2011-12-31,4.721629090909091
533,2012-01-01,5.27839909090909
534,2012-01-02,5.21678
535,2012-01-03,4.883427777777778
536,2012-01-04,5.58749
537,2012-01-05,6.982924814814817
538,2012-01-06,6.696863333333334
539,2012-01-07,6.811656666666668
540,2012-01-08,7.13009076923077
541,2012-01-09,6.3162949999999976
542,2012-01-10,6.449687599999999
543,2012-01-11,6.899966666666668
544,2012-01-12,6.797846666666668
545,2012-01-13,6.413502074303406
546,2012-01-14,6.750014999999999
547,2012-01-15,7.0275609090909095
548,2012-01-16,6.648461904761903
549,2012-01-17,5.56730760869565
550,2012-01-18,5.9170500000000015
551,2012-01-19,6.3543171428571465
552,2012-01-20,6.37286
553,2012-01-21,6.165864
554,2012-01-22,6.3065940000000005
555,2012-01-23,6.343111578947367
556,2012-01-24,6.2675833333333335
557,2012-01-25,5.795209444444442
558,2012-01-26,5.335037058823528
559,2012-01-27,5.288307142857144
560,2012-01-28,5.630534444444443
561,2012-01-29,5.38777
562,2012-01-30,5.490466666666666
563,2012-01-31,5.4956314285714285
564,2012-02-01,6.07439125
565,2012-02-02,6.100066666666666
566,2012-02-03,5.95465
567,2012-02-04,5.872845
568,2012-02-05,5.684396666666667
569,2012-02-06,5.48982
570,2012-02-07,5.633037777777778
571,2012-02-08,5.59998
572,2012-02-09,5.839615431034474
573,2012-02-10,5.9169264
574,2012-02-11,5.6005
575,2012-02-12,5.51468
576,2012-02-13,5.2851921875
577,2012-02-14,4.433381818181816
578,2012-02-15,4.271745454545455
579,2012-02-16,4.26945
580,2012-02-17,4.39621
581,2012-02-18,4.2372890909090914
582,2012-02-19,4.3784025
583,2012-02-20,4.3729900000000015
584,2012-02-21,4.3025400000000005
585,2012-02-22,4.446645833333334
586,2012-02-23,5.019525199999999
587,2012-02-24,5.02920125
588,2012-02-25,4.780245454545455
589,2012-02-26,4.9259825
590,2012-02-27,4.959988
591,2012-02-28,4.862755
592,2012-02-29,4.860007083333335
593,2012-03-01,4.92133
594,2012-03-02,4.71674142857143
595,2012-03-03,4.617961428571427
596,2012-03-04,4.825593333333333
597,2012-03-05,4.978101428571429
598,2012-03-06,4.9941958333333325
599,2012-03-07,4.922407499999999
600,2012-03-08,4.93016
601,2012-03-09,4.862108
602,2012-03-10,4.46
603,2012-03-11,4.882311538461538
604,2012-03-12,4.903366666666667
605,2012-03-13,5.274977999999999
606,2012-03-14,5.386665000000002
607,2012-03-15,5.197815
608,2012-03-16,5.34374
609,2012-03-17,5.180602500000001
610,2012-03-18,5.279683333333334
611,2012-03-19,4.6945440000000005
612,2012-03-20,4.837455833333332
613,2012-03-21,4.80403
614,2012-03-22,4.7301400000000005
615,2012-03-23,4.675243333333333
616,2012-03-24,4.66696
617,2012-03-25,4.550009999999999
618,2012-03-26,4.621338333333333
619,2012-03-27,4.810291537920626
620,2012-03-28,4.8102475
621,2012-03-29,4.756541363636363
622,2012-03-30,4.8591425
623,2012-03-31,4.8943925
624,2012-04-01,4.820704999999999
625,2012-04-02,4.980836000000001
626,2012-04-03,4.952
627,2012-04-04,4.920066666666667
628,2012-04-05,4.919
629,2012-04-06,4.9333922222222215
630,2012-04-07,4.681678461538461
631,2012-04-08,4.794499999999998
632,2012-04-09,4.850681428571427
633,2012-04-10,4.833646666666667
634,2012-04-11,4.928101666666668
635,2012-04-12,4.90060875
636,2012-04-13,4.936494705882354
637,2012-04-14,4.96381
638,2012-04-15,4.968925833333332
639,2012-04-16,4.94573
640,2012-04-17,4.974027142857142
641,2012-04-18,5.1133
642,2012-04-19,5.1059575000000015
643,2012-04-20,5.367622000000001
644,2012-04-21,5.2347825
645,2012-04-22,5.203516666666666
646,2012-04-23,4.999340139535232
647,2012-04-24,5.09822
648,2012-04-25,5.131819999999999
649,2012-04-26,5.0976550000000005
650,2012-04-27,5.104490196078428
651,2012-04-28,4.9793
652,2012-04-29,4.88741
653,2012-04-30,4.936656000000001
654,2012-05-01,4.99750857142857
655,2012-05-02,5.03139375
656,2012-05-03,5.100782499999999
657,2012-05-04,5.0675050000000015
658,2012-05-05,5.0766175
659,2012-05-06,5.04991
660,2012-05-07,5.073795
661,2012-05-08,5.04494
662,2012-05-09,4.98185
663,2012-05-10,4.863997236842108
664,2012-05-11,4.953752
665,2012-05-12,4.9461900000000005
666,2012-05-13,4.92996
667,2012-05-14,5.007936428571427
668,2012-05-15,5.03501
669,2012-05-16,5.052466666666667
670,2012-05-17,5.0884583333333335
671,2012-05-18,5.11801
672,2012-05-19,5.109649999999999
673,2012-05-20,5.09002
674,2012-05-21,5.089795
675,2012-05-22,5.0830275
676,2012-05-23,5.132372500000002
677,2012-05-24,5.11904
678,2012-05-25,5.135513333333333
679,2012-05-26,5.103236666666667
680,2012-05-27,5.1044800000000015
681,2012-05-28,5.1358
682,2012-05-29,5.14997
683,2012-05-30,5.134995
684,2012-05-31,5.191893846153846
685,2012-06-01,5.257021428571427
686,2012-06-02,5.24898
687,2012-06-03,5.207307777777777
688,2012-06-04,5.259519999999999
689,2012-06-05,5.405879049485344
690,2012-06-06,5.461776666666666
691,2012-06-07,5.591628
692,2012-06-08,5.631736666666666
693,2012-06-09,5.55997
694,2012-06-10,5.46525
695,2012-06-11,5.581583333333334
696,2012-06-12,5.7100133333333325
697,2012-06-13,5.920347499999999
698,2012-06-14,5.964776315789472
699,2012-06-15,6.532364516129032
700,2012-06-16,6.43582
701,2012-06-17,6.17805125
702,2012-06-18,6.294876808510639
703,2012-06-19,6.498756666666666
704,2012-06-20,6.6717150000000025
705,2012-06-21,6.6615142857142855
706,2012-06-22,6.5253525
707,2012-06-23,6.439432000000003
708,2012-06-24,6.350021666666668
709,2012-06-25,6.308441428571429
710,2012-06-26,6.4195
711,2012-06-27,6.622337272727273
712,2012-06-28,6.605946666666667
713,2012-06-29,6.6512055555555545
714,2012-06-30,6.689967499999999
715,2012-07-01,6.628989999999999
716,2012-07-02,6.7600609090909085
717,2012-07-03,6.449972
718,2012-07-04,6.5101
719,2012-07-05,6.658883333333333
720,2012-07-06,6.6287400000000005
721,2012-07-07,6.778427499999999
722,2012-07-08,6.79898
723,2012-07-09,6.9465625
724,2012-07-10,7.199859999999998
725,2012-07-11,7.167266666666667
726,2012-07-12,7.688739230769229
727,2012-07-13,7.646275
728,2012-07-14,7.544697999999999
729,2012-07-15,7.621010000000001
730,2012-07-16,8.478222222222222
731,2012-07-17,8.747044166666667
732,2012-07-18,9.087988571428571
733,2012-07-19,8.858418333333333
734,2012-07-20,8.538545
735,2012-07-21,8.84553
736,2012-07-22,8.433048
737,2012-07-23,8.444405714285713
738,2012-07-24,8.562244999999999
739,2012-07-25,8.801195
740,2012-07-26,8.890338181818182
741,2012-07-27,8.9
742,2012-07-28,8.853267500000001
743,2012-07-29,8.709648888888887
744,2012-07-30,9.085184444444444
745,2012-07-31,9.321236874999997
746,2012-08-01,9.5042675
747,2012-08-02,10.573568846153846
748,2012-08-03,10.8454475
749,2012-08-04,10.904964000000003
750,2012-08-05,10.844743333333335
751,2012-08-06,10.841448
752,2012-08-07,10.95132852140858
753,2012-08-08,11.06151
754,2012-08-09,11.127167857142858
755,2012-08-10,11.362767142857145
756,2012-08-11,11.51378333333333
757,2012-08-12,11.62340818181818
758,2012-08-13,12.02189375
759,2012-08-14,12.185994
760,2012-08-15,13.24609681818182
761,2012-08-16,13.476283333333337
762,2012-08-17,11.679850689655176
763,2012-08-18,11.40391125
764,2012-08-19,7.920336249999999
765,2012-08-20,10.073154202864243
766,2012-08-21,9.906821111111112
767,2012-08-22,9.763395
768,2012-08-23,10.0999925
769,2012-08-24,10.613777777777775
770,2012-08-25,10.555836666666666
771,2012-08-26,10.556
772,2012-08-27,10.928728333333332
773,2012-08-28,10.868043333333333
774,2012-08-29,10.866303333333336
775,2012-08-30,10.772274
776,2012-08-31,10.12176
777,2012-09-01,9.97696
778,2012-09-02,10.206460000000002
779,2012-09-03,10.528666666666666
780,2012-09-04,10.36613
781,2012-09-05,10.976521111111111
782,2012-09-06,11.18497
783,2012-09-07,11.003323333333334
784,2012-09-08,11.038995
785,2012-09-09,11.073326666666668
786,2012-09-10,11.127033333333332
787,2012-09-11,11.2258135
788,2012-09-12,11.3389225
789,2012-09-13,11.373003333333337
790,2012-09-14,11.7316
791,2012-09-15,11.682625
792,2012-09-16,11.863090555555551
793,2012-09-17,11.897081666666663
794,2012-09-18,12.294733333333332
795,2012-09-19,12.52199
796,2012-09-20,12.337124285714284
797,2012-09-21,12.344472857142858
798,2012-09-22,12.2159
799,2012-09-23,12.0983275
800,2012-09-24,12.09198
801,2012-09-25,12.134418
802,2012-09-26,12.33285857142857
803,2012-09-27,12.317598333333336
804,2012-09-28,12.28
805,2012-09-29,12.363095
806,2012-09-30,12.37475
807,2012-10-01,12.04782065401688
808,2012-10-02,12.693781666666665
809,2012-10-03,12.9395
810,2012-10-04,12.766666666666666
811,2012-10-05,12.7
812,2012-10-06,12.505
813,2012-10-07,11.815475
814,2012-10-08,11.754278333333332
815,2012-10-09,11.883887142857144
816,2012-10-10,12.094166666666665
817,2012-10-11,12.03
818,2012-10-12,11.923916666666674
819,2012-10-13,11.865472857142858
820,2012-10-14,11.728699230769232
821,2012-10-15,11.801467777777772
822,2012-10-16,11.81490142857143
823,2012-10-17,11.923778333333331
824,2012-10-18,11.916797777777774
825,2012-10-19,11.765486629213502
826,2012-10-20,11.70436789473684
827,2012-10-21,11.660545
828,2012-10-22,11.732331666666669
829,2012-10-23,11.7110025
830,2012-10-24,11.64999
831,2012-10-25,10.754429
832,2012-10-26,10.17753181818182
833,2012-10-27,10.321827857142855
834,2012-10-28,10.68099
835,2012-10-29,10.59333
836,2012-10-30,10.846225
837,2012-10-31,11.038845714285715
838,2012-11-01,10.588944699114066
839,2012-11-02,10.415661304347829
840,2012-11-03,10.6425
841,2012-11-04,10.823336666666668
842,2012-11-05,10.705152857142858
843,2012-11-06,10.831798999999998
844,2012-11-07,10.875523333333335
845,2012-11-08,10.855767777777777
846,2012-11-09,10.815263157894735
847,2012-11-10,10.875083999999998
848,2012-11-11,10.53394
849,2012-11-12,10.9172
850,2012-11-13,10.881670588235291
851,2012-11-14,10.94934
852,2012-11-15,11.120750384615386
853,2012-11-16,11.744632
854,2012-11-17,11.788836999999996
855,2012-11-18,11.606691818181815
856,2012-11-19,11.76062
857,2012-11-20,11.66508
858,2012-11-21,11.697982666666665
859,2012-11-22,12.32543923076923
860,2012-11-23,12.33623153846154
861,2012-11-24,12.370765
862,2012-11-25,12.50539
863,2012-11-26,12.221585
864,2012-11-27,12.187300000000002
865,2012-11-28,12.296015833333335
866,2012-11-29,12.45
867,2012-11-30,12.55498
868,2012-12-01,12.578930297707243
869,2012-12-02,12.4360175
870,2012-12-03,12.654310844398156
871,2012-12-04,13.41
872,2012-12-05,13.201336666666664
873,2012-12-06,13.357560006819972
874,2012-12-07,13.45586444444444
875,2012-12-08,13.5414715
876,2012-12-09,13.348245714285715
877,2012-12-10,13.461103846153843
878,2012-12-11,13.6053175862069
879,2012-12-12,13.646908214285714
880,2012-12-13,13.728511052631578
881,2012-12-14,13.6045425
882,2012-12-15,13.510539047619051
883,2012-12-16,13.395528571428573
884,2012-12-17,13.23335
885,2012-12-18,13.25036589147287
886,2012-12-19,13.530313333333332
887,2012-12-20,13.555235
888,2012-12-21,13.323996
889,2012-12-22,13.402473333333337
890,2012-12-23,13.335932
891,2012-12-24,13.1285
892,2012-12-25,13.37277
893,2012-12-26,13.456875000000002
894,2012-12-27,13.342924545454547
895,2012-12-28,13.420328571428572
896,2012-12-29,13.34399
897,2012-12-30,13.45713
898,2012-12-31,13.512004999999998
899,2013-01-01,13.220000000000002
900,2013-01-02,13.034
901,2013-01-03,13.19
902,2013-01-04,13.174
903,2013-01-05,13.15
904,2013-01-06,13.15
905,2013-01-07,13.2
906,2013-01-08,13.5
907,2013-01-09,13.580000000000002
908,2013-01-10,14.000000000000004
909,2013-01-11,14.0
910,2013-01-12,13.89
911,2013-01-13,13.64
912,2013-01-14,14.046
913,2013-01-15,14.214000000000002
914,2013-01-16,14.53
915,2013-01-17,15.34
