time,perpetual,future,high.x,low.x,close.x,volume.x,volCcy,date.x,X.y,open.y,high.y,low.y,close.y,volume.y,currency_volume,price,date.y,basis,value
2020-09-23 10:00:00,10469,10481.1,10488.3,10461.3,10488.3,1732.60563331,18145712.41796328,2020-09-23 10:00:00,4787,10651.9,10656.7,10625,10652.4,30366,303.66,10644.699999999999,2020-09-23 10:00:00,0.11557932944885245,0.11557932944885245
2020-09-23 11:00:00,10468,10488.4,10496.7,10469.9,10475.6,1069.51392593,11207712.90308241,2020-09-23 11:00:00,4786,10654.9,10680,10644,10657.7,27026,270.26,10660.566666666668,2020-09-23 11:00:00,0.19487963316774584,0.19487963316774584
2020-09-23 12:00:00,10467,10475.5,10518,10464.4,10506.3,1442.94392869,15145712.26526383,2020-09-23 12:00:00,4785,10656.5,10715.2,10646.6,10692.4,28989,289.89,10684.733333333335,2020-09-23 12:00:00,0.08120760485334862,0.08120760485334862
2020-09-23 13:00:00,10466,10506.3,10535.7,10493.1,10496.1,1688.43742671,17752719.21800088,2020-09-23 13:00:00,4784,10691.6,10729.5,10678.8,10691.1,26972,269.72,10699.800000000001,2020-09-23 13:00:00,0.38505637301738266,0.38505637301738266
2020-09-23 14:00:00,10465,10496,10504,10459,10470.1,1585.97752348,16618282.15121914,2020-09-23 14:00:00,4783,10690.8,10698.4,10641.3,10657.5,34913,349.13,10665.733333333332,2020-09-23 14:00:00,0.296225513616818,0.296225513616818
2020-09-23 15:00:00,10464,10470.1,10484.6,10445.5,10451.6,1570.83635081,16440847.25595871,2020-09-23 15:00:00,4782,10657.1,10672.9,10629,10638.8,21833,218.33,10646.9,2020-09-23 15:00:00,0.05829510703364262,0.05829510703364262
2020-09-23 16:00:00,10463,10452.3,10494.7,10446.4,10488.1,4196.17659692,43979501.63677099,2020-09-23 16:00:00,4781,10633.9,10683.8,10633.9,10670.8,12140,121.4,10662.833333333332,2020-09-23 16:00:00,-0.10226512472522917,-0.10226512472522917
2020-09-23 17:00:00,10462,10488.1,10488.5,10454.6,10456.2,1188.09582279,12445466.97234202,2020-09-23 17:00:00,4780,10669.7,10675.7,10639.7,10640.5,11876,118.76,10651.966666666667,2020-09-23 17:00:00,0.24947428789906675,0.24947428789906675
2020-09-23 18:00:00,10461,10456.1,10462.4,10404,10407.7,1350.76895267,14096864.30465033,2020-09-23 18:00:00,4779,10639.2,10646.9,10589.7,10589.7,23864,238.64,10608.766666666666,2020-09-23 18:00:00,-0.0468406462097279,-0.0468406462097279
2020-09-23 19:00:00,10460,10407.7,10414.7,10258,10293,1952.70166494,20140320.33250321,2020-09-23 19:00:00,4778,10588,10600.2,10435.4,10468,95501,955.01,10501.199999999999,2020-09-23 19:00:00,-0.49999999999999306,-0.49999999999999306
2020-09-23 20:00:00,10459,10292.6,10322.9,10138.1,10228.7,2322.45536916,23794196.08662028,2020-09-23 20:00:00,4777,10469.8,10499.6,10310.2,10400.8,98348,983.48,10403.533333333335,2020-09-23 20:00:00,-1.5909742805239473,-1.5909742805239473
2020-09-23 21:00:00,10458,10229.4,10284.2,10210.3,10253.4,1137.26916963,11656277.40485221,2020-09-23 21:00:00,4776,10403.8,10462,10373.2,10432.6,36858,368.58,10422.6,2020-09-23 21:00:00,-2.185886402753876,-2.185886402753876
2020-09-23 22:00:00,10457,10253.5,10298.3,10242.2,10270.4,1583.0427788,16257836.88420258,2020-09-23 22:00:00,4775,10433.1,10475.8,10418.7,10449.5,26569,265.69,10448,2020-09-23 22:00:00,-1.9460648369513243,-1.9460648369513243
2020-09-23 23:00:00,10456,10270.4,10271.9,10212.4,10240.9,1530.74070373,15671520.72840205,2020-09-23 23:00:00,4774,10448.7,10448.7,10386.3,10416.5,23824,238.24,10417.166666666666,2020-09-23 23:00:00,-1.775057383320585,-1.775057383320585
2020-09-24 00:00:00,10455,10240.9,10300.9,10197.7,10291.3,1883.92363773,19343568.14924583,2020-09-24 00:00:00,4773,10419.4,10482.5,10374.9,10473.7,30037,300.37,10443.7,2020-09-24 00:00:00,-2.047824007651845,-2.047824007651845
2020-09-24 01:00:00,10454,10291.3,10317.7,10276.5,10287.6,1875.32861872,19315202.95797594,2020-09-24 01:00:00,4772,10474.4,10508.7,10462.2,10475.7,23226,232.26,10482.2,2020-09-24 01:00:00,-1.5563420700210515,-1.5563420700210515
2020-09-24 02:00:00,10453,10287.7,10341.4,10281.9,10289.2,1560.83961304,16084637.88623158,2020-09-24 02:00:00,4771,10477.6,10537,10468.7,10475.1,28943,289.43,10493.6,2020-09-24 02:00:00,-1.5813642016645868,-1.5813642016645868
2020-09-24 03:00:00,10452,10290.6,10322.7,10290.6,10302.4,1970.03399093,20307982.67664665,2020-09-24 03:00:00,4770,10475.1,10514,10475.1,10497.2,17721,177.21,10495.433333333332,2020-09-24 03:00:00,-1.5442020665901228,-1.5442020665901228
2020-09-24 04:00:00,10451,10303.3,10318.9,10280.9,10282.5,1795.95640286,18487767.29102513,2020-09-24 04:00:00,4769,10501.4,10510.1,10460.2,10464.1,29883,298.83,10478.133333333333,2020-09-24 04:00:00,-1.4132618888144746,-1.4132618888144746
2020-09-24 05:00:00,10450,10282.6,10302.1,10270.8,10288.6,1881.38944769,19350810.30201941,2020-09-24 05:00:00,4768,10463.8,10489.9,10456.6,10477.3,18261,182.61,10474.6,2020-09-24 05:00:00,-1.6019138755980826,-1.6019138755980826
2020-09-24 06:00:00,10449,10289.2,10322.6,10285.2,10289.4,1753.01932751,18066038.31960397,2020-09-24 06:00:00,4767,10477.9,10512,10474.8,10482.4,17358,173.58,10489.733333333332,2020-09-24 06:00:00,-1.529332950521574,-1.529332950521574
2020-09-24 07:00:00,10448,10289,10356.2,10288.8,10342.8,1202.00765143,12400061.24842282,2020-09-24 07:00:00,4766,10483.1,10560,10480.9,10536.6,31348,313.48,10525.833333333334,2020-09-24 07:00:00,-1.5218223583460948,-1.5218223583460948
2020-09-24 08:00:00,10447,10342.8,10350.7,10307.9,10315.2,1353.97925506,13981301.13672052,2020-09-24 08:00:00,4765,10541.2,10554.9,10502.5,10511.1,25879,258.79,10522.833333333334,2020-09-24 08:00:00,-0.997415525988329,-0.997415525988329
2020-09-24 09:00:00,10446,10315.1,10334.8,10284.7,10322.5,1100.60164006,11345447.81527251,2020-09-24 09:00:00,4764,10511,10537.4,10479.1,10522.3,29543,295.43,10512.933333333332,2020-09-24 09:00:00,-1.2531112387516716,-1.2531112387516716
2020-09-24 10:00:00,10445,10322.5,10375.6,10314.8,10371.4,1573.07430403,16246512.40621547,2020-09-24 10:00:00,4763,10523.3,10580,10512.7,10574,32909,329.09,10555.566666666668,2020-09-24 10:00:00,-1.1728099569171853,-1.1728099569171853
2020-09-24 11:00:00,10444,10371.4,10440,10363.9,10408.3,1937.72771716,20161406.16383495,2020-09-24 11:00:00,4762,10574.5,10644,10564.3,10621.1,70554,705.54,10609.800000000001,2020-09-24 11:00:00,-0.6951359632324815,-0.6951359632324815
2020-09-24 12:00:00,10443,10407.9,10424.3,10364.9,10376.5,1315.25065759,13665511.921621,2020-09-24 12:00:00,4761,10622.3,10637.4,10573.5,10585.9,39102,391.02,10598.933333333334,2020-09-24 12:00:00,-0.3361103131284149,-0.3361103131284149
2020-09-24 13:00:00,10442,10376.5,10397.5,10331.7,10374.2,1472.00878557,15268342.54587892,2020-09-24 13:00:00,4760,10588,10608.6,10536.1,10582.6,48636,486.36,10575.766666666668,2020-09-24 13:00:00,-0.6272744684926259,-0.6272744684926259
2020-09-24 14:00:00,10441,10375.3,10417.2,10367.9,10407.6,1337.89992131,13900329.11362458,2020-09-24 14:00:00,4759,10588,10630,10574.8,10612.4,59128,591.28,10605.733333333332,2020-09-24 14:00:00,-0.6292500718322069,-0.6292500718322069
2020-09-24 15:00:00,10440,10407.7,10555.4,10392.5,10544.4,2574.35587588,26971421.02116002,2020-09-24 15:00:00,4758,10613.2,10777,10588.7,10763.2,89393,893.93,10709.633333333333,2020-09-24 15:00:00,-0.30938697318006964,-0.30938697318006964
2020-09-24 16:00:00,10439,10544.4,10734.6,10538.8,10670,5065.97914288,53921826.52055983,2020-09-24 16:00:00,4757,10762.6,10977.7,10762.6,10899.4,156563,1565.63,10879.900000000001,2020-09-24 16:00:00,1.0096752562505953,1.0096752562505953
2020-09-24 17:00:00,10438,10670,10711.3,10648.3,10658.6,1310.71307285,13995909.6183024,2020-09-24 17:00:00,4756,10900,10956.8,10871.8,10902.5,65939,659.39,10910.366666666667,2020-09-24 17:00:00,2.2226480168614677,2.2226480168614677
2020-09-24 18:00:00,10437,10658.5,10684.1,10609,10615.5,1441.26516222,15341263.02922205,2020-09-24 18:00:00,4755,10902.4,10929.3,10842.6,10850.4,48923,489.23,10874.1,2020-09-24 18:00:00,2.1222573536456837,2.1222573536456837
2020-09-24 19:00:00,10436,10615.6,10665.4,10600,10654.3,1060.11752377,11271330.80641184,2020-09-24 19:00:00,4754,10850.2,10909.6,10832.5,10897.9,45045,450.45,10880,2020-09-24 19:00:00,1.7209658873131504,1.7209658873131504
2020-09-24 20:00:00,10435,10654.2,10668.3,10625,10627.5,1403.08928989,14944121.39784776,2020-09-24 20:00:00,4753,10895.2,10912.5,10867.5,10871.3,39789,397.89,10883.766666666666,2020-09-24 20:00:00,2.1006229036895134,2.1006229036895134
2020-09-24 21:00:00,10434,10627.6,10676.4,10622.6,10647.3,1836.51115459,19549497.60869501,2020-09-24 21:00:00,4752,10870.8,10933,10865.2,10892.9,46013,460.13,10897.033333333333,2020-09-24 21:00:00,1.8554724937703697,1.8554724937703697
2020-09-24 22:00:00,10433,10647.4,10797.8,10633.7,10760.6,2142.24861255,22922544.86881651,2020-09-24 22:00:00,4751,10893.5,11072.1,10878,11020.3,86366,863.66,10990.133333333331,2020-09-24 22:00:00,2.055017732195913,2.055017732195913
2020-09-24 23:00:00,10432,10762.1,10767.8,10717.4,10733.4,1591.96592116,17092542.02329226,2020-09-24 23:00:00,4750,11020,11030.7,10966,10983,45040,450.4,10993.233333333332,2020-09-24 23:00:00,3.164302147239267,3.164302147239267
2020-09-25 00:00:00,10431,10733.1,10761.4,10693.8,10711,1118.44045092,11986400.77073651,2020-09-25 00:00:00,4749,10978.2,11011.2,10937.5,10955.7,31752,317.52,10968.133333333333,2020-09-25 00:00:00,2.8961748633879814,2.8961748633879814
2020-09-25 01:00:00,10430,10711,10732.2,10684,10691.8,1524.24252358,16324236.44731645,2020-09-25 01:00:00,4748,10950.6,10983.4,10924.3,10932.8,23328,233.28,10946.833333333334,2020-09-25 01:00:00,2.6941514860977946,2.6941514860977946
2020-09-25 02:00:00,10429,10691.7,10727,10686.2,10711.5,1690.78996444,18096540.00454089,2020-09-25 02:00:00,4747,10926.7,10969.3,10925.7,10954.8,32863,328.63,10949.933333333334,2020-09-25 02:00:00,2.518937577907764,2.518937577907764
2020-09-25 03:00:00,10428,10711.5,10718.9,10665,10668.3,1220.5461754,13055152.61715157,2020-09-25 03:00:00,4746,10952.6,10969.5,10910.6,10912.3,28919,289.19,10930.799999999997,2020-09-25 03:00:00,2.718642117376295,2.718642117376295
2020-09-25 04:00:00,10427,10668.4,10693.6,10658.5,10678.1,1664.35969615,17773705.54760739,2020-09-25 04:00:00,4745,10912.1,10942.8,10901.1,10925.4,28178,281.78,10923.1,2020-09-25 04:00:00,2.315143377769249,2.315143377769249
2020-09-25 05:00:00,10426,10678.1,10681.7,10641.8,10648.8,1256.62027898,13401258.46468301,2020-09-25 05:00:00,4744,10923,10930.8,10883.7,10890,28261,282.61,10901.5,2020-09-25 05:00:00,2.417993477843855,2.417993477843855
2020-09-25 06:00:00,10425,10648.7,10693.6,10617.3,10691.8,1889.20058656,20121215.52288851,2020-09-25 06:00:00,4743,10895.2,10941.6,10855.3,10934.3,36008,360.08,10910.4,2020-09-25 06:00:00,2.1458033573141555,2.1458033573141555
2020-09-25 07:00:00,10424,10691.8,10707.6,10664.4,10686.4,1475.62358231,15776226.05735361,2020-09-25 07:00:00,4742,10939.7,10949.9,10911.6,10936.3,29416,294.16,10932.6,2020-09-25 07:00:00,2.569071373752871,2.569071373752871
2020-09-25 08:00:00,10423,10686.4,10686.4,10574,10601.9,1543.81045202,16413017.05700549,2020-09-25 08:00:00,4741,10935.4,10936.1,10811.2,10842.1,109369,1093.69,10863.133333333333,2020-09-25 08:00:00,2.5271035210591926,2.5271035210591926
2020-09-25 09:00:00,10422,10601.8,10649.3,10556.6,10590.9,1459.27203534,15477588.46560827,2020-09-25 09:00:00,4740,10836.6,10887.1,10792.8,10829.1,75481,754.81,10836.333333333334,2020-09-25 09:00:00,1.7251966992899566,1.7251966992899566
2020-09-25 10:00:00,10421,10591.4,10621.3,10580.1,10590.3,1748.18650829,18529838.6975046,2020-09-25 10:00:00,4739,10829.5,10867.5,10815.9,10839.5,26485,264.85,10840.966666666667,2020-09-25 10:00:00,1.6351597735342065,1.6351597735342065
2020-09-25 11:00:00,10420,10591.4,10650,10571.4,10629.4,972.58613775,10320145.21352382,2020-09-25 11:00:00,4738,10839.4,10902.4,10839.4,10882.6,15314,153.14,10874.800000000001,2020-09-25 11:00:00,1.644913627639152,1.644913627639152
2020-09-25 12:00:00,10419,10629.5,10684.3,10584.8,10614.9,1377.80354695,14645345.21627959,2020-09-25 12:00:00,4737,10880,10940,10832.2,10863.1,48309,483.09,10878.433333333334,2020-09-25 12:00:00,2.020347442172953,2.020347442172953
2020-09-25 13:00:00,10418,10614.9,10639.5,10588.1,10611.3,1271.6583468,13503522.3540155,2020-09-25 13:00:00,4736,10859,10890.3,10833.1,10857.6,40149,401.49,10860.333333333334,2020-09-25 13:00:00,1.889998080245725,1.889998080245725
2020-09-25 14:00:00,10417,10611.3,10634.2,10557,10629.8,1508.88322158,16004911.60863537,2020-09-25 14:00:00,4735,10857.5,10874.1,10795.5,10864.2,84488,844.88,10844.6,2020-09-25 14:00:00,1.8652203129499785,1.8652203129499785
2020-09-25 15:00:00,10416,10629.5,10668.9,10560.2,10646.8,1526.931209,16234468.88273845,2020-09-25 15:00:00,4734,10868.9,10908.5,10802.7,10876.9,67697,676.97,10862.699999999999,2020-09-25 15:00:00,2.049731182795699,2.049731182795699
2020-09-25 16:00:00,10415,10646.8,10666.8,10627.2,10651.1,1237.33522012,13172748.118294,2020-09-25 16:00:00,4733,10877,10909.7,10857.2,10888.9,41049,410.49,10885.266666666668,2020-09-25 16:00:00,2.2256361017762774,2.2256361017762774
2020-09-25 17:00:00,10414,10651.1,10716.8,10636.2,10694.3,2504.16710457,26742150.40826035,2020-09-25 17:00:00,4732,10888.5,10959,10871.2,10932.1,57271,572.71,10920.766666666668,2020-09-25 17:00:00,2.2767428461686228,2.2767428461686228
2020-09-25 18:00:00,10413,10694.3,10740,10691.3,10705.2,3327.16106993,35636490.81625313,2020-09-25 18:00:00,4731,10933,10979.9,10927.8,10944.9,46201,462.01,10950.866666666667,2020-09-25 18:00:00,2.7014309036780877,2.7014309036780877
2020-09-25 19:00:00,10412,10705.2,10724.3,10681.8,10718.9,1683.14057602,18005887.46654262,2020-09-25 19:00:00,4730,10947,10963.8,10914.4,10948.9,42216,422.16,10942.366666666667,2020-09-25 19:00:00,2.81598155973877,2.81598155973877
2020-09-25 20:00:00,10411,10718.3,10752.2,10705.3,10707.5,1444.9140702,15498981.82692022,2020-09-25 20:00:00,4729,10955.1,10993.9,10939.5,10945.6,31023,310.23,10959.666666666666,2020-09-25 20:00:00,2.9516857170300574,2.9516857170300574
2020-09-25 21:00:00,10410,10707.5,10746.6,10702,10746.5,2323.28008921,24918416.68551336,2020-09-25 21:00:00,4728,10945.9,10984.9,10934.7,10982.4,46192,461.92,10967.333333333334,2020-09-25 21:00:00,2.8578290105667628,2.8578290105667628
2020-09-25 22:00:00,10409,10746.5,10749.2,10666.6,10685.9,1794.19810663,19215502.86702735,2020-09-25 22:00:00,4727,10983.1,10987.7,10890.6,10916.4,37173,371.73,10931.566666666668,2020-09-25 22:00:00,3.242386396387741,3.242386396387741
2020-09-25 23:00:00,10408,10686,10696.9,10653.1,10687.3,1844.89432953,19697179.37676975,2020-09-25 23:00:00,4726,10917.6,10931.9,10875.6,10911.5,26633,266.33,10906.333333333334,2020-09-25 23:00:00,2.671022290545734,2.671022290545734
2020-09-26 00:00:00,10407,10687.3,10705.9,10647.6,10649.2,1890.46249026,20183015.47167285,2020-09-26 00:00:00,4725,10913,10932,10860.6,10860.6,25522,255.22,10884.4,2020-09-26 00:00:00,2.693379456135286,2.693379456135286
2020-09-26 01:00:00,10406,10649.2,10700,10647.1,10690,2051.21223495,21903423.29932745,2020-09-26 01:00:00,4724,10860.5,10914,10858.5,10900.9,37034,370.34,10891.133333333333,2020-09-26 01:00:00,2.337113203920822,2.337113203920822
2020-09-26 02:00:00,10405,10690,10722,10678,10707.3,1076.01958763,11511854.11655213,2020-09-26 02:00:00,4723,10903.2,10947.6,10888.3,10928.8,16558,165.58,10921.566666666668,2020-09-26 02:00:00,2.7390677558865932,2.7390677558865932
2020-09-26 03:00:00,10404,10707.4,10746.8,10701.2,10705.6,1049.55409031,11246058.79111315,2020-09-26 03:00:00,4722,10928.8,10972.6,10920.1,10925.3,33465,334.65,10939.333333333334,2020-09-26 03:00:00,2.916186082276044,2.916186082276044
2020-09-26 04:00:00,10403,10705.7,10735.3,10689.1,10734.6,1591.48404261,17044140.40294593,2020-09-26 04:00:00,4721,10925.3,10955.7,10907.3,10952.5,23353,233.53,10938.5,2020-09-26 04:00:00,2.9097375756993245,2.9097375756993245
2020-09-26 05:00:00,10402,10734.6,10821,10703.1,10727.2,2042.4865906,21950913.80341917,2020-09-26 05:00:00,4720,10958.2,11059.4,10912.6,10941.9,60924,609.24,10971.300000000001,2020-09-26 05:00:00,3.1974620265333624,3.1974620265333624
2020-09-26 06:00:00,10401,10724.2,10764.5,10719.2,10734,1270.49227294,13659075.21916496,2020-09-26 06:00:00,4719,10934.5,10986,10932.2,10948.3,34813,348.13,10955.5,2020-09-26 06:00:00,3.107393519853867,3.107393519853867
2020-09-26 07:00:00,10400,10732.6,10738.6,10687.8,10704.6,1696.83468222,18176143.66180463,2020-09-26 07:00:00,4718,10949,10956.3,10891.3,10915.7,50812,508.12,10921.1,2020-09-26 07:00:00,3.1980769230769264,3.1980769230769264
2020-09-26 08:00:00,10399,10704.6,10711.8,10667.9,10685.8,960.61133002,10270671.77792317,2020-09-26 08:00:00,4717,10916,10925.6,10869.7,10901.5,44276,442.76,10898.933333333334,2020-09-26 08:00:00,2.9387441100105813,2.9387441100105813
2020-09-26 09:00:00,10398,10686.7,10710.5,10673.7,10693.9,1031.86580889,11031939.73402561,2020-09-26 09:00:00,4716,10897.4,10933,10882.9,10917.4,36938,369.38,10911.1,2020-09-26 09:00:00,2.776495479899988,2.776495479899988
2020-09-26 10:00:00,10397,10693.9,10727.9,10663.2,10720.4,999.01852495,10686388.53888736,2020-09-26 10:00:00,4715,10916.8,10956.8,10879.6,10948.8,34850,348.5,10928.4,2020-09-26 10:00:00,2.855631432143884,2.855631432143884
2020-09-26 11:00:00,10396,10720.4,10726.8,10695.8,10705.4,831.46197244,8905208.87719982,2020-09-26 11:00:00,4714,10950.1,10954.7,10914.3,10928.3,21457,214.57,10932.433333333334,2020-09-26 11:00:00,3.1204309349749866,3.1204309349749866
2020-09-26 12:00:00,10395,10705.4,10706,10668.4,10686.3,1270.53115286,13574182.3436553,2020-09-26 12:00:00,4713,10929.6,10929.6,10882.8,10906.8,33450,334.5,10906.4,2020-09-26 12:00:00,2.9860509860509827,2.9860509860509827
2020-09-26 13:00:00,10394,10686.2,10697.7,10668.8,10673.8,1483.33026151,15845923.96235692,2020-09-26 13:00:00,4712,10906.7,10919.9,10886.3,10888.4,23972,239.72,10898.199999999999,2020-09-26 13:00:00,2.811237252260927,2.811237252260927
2020-09-26 14:00:00,10393,10672.9,10728.6,10667.8,10709.1,1473.74018267,15787845.78794769,2020-09-26 14:00:00,4711,10889.6,10959.7,10878.8,10940.1,29383,293.83,10926.199999999999,2020-09-26 14:00:00,2.6931588569229254,2.6931588569229254
2020-09-26 15:00:00,10392,10707.7,10741.3,10703.2,10720.8,1313.68892296,14080244.10164342,2020-09-26 15:00:00,4710,10937.6,10977.1,10933.6,10954.4,19910,199.1,10955.033333333333,2020-09-26 15:00:00,3.037913779830646,3.037913779830646
2020-09-26 16:00:00,10391,10720.9,10750,10683.6,10749.1,3542.77631163,37926337.4589721,2020-09-26 16:00:00,4709,10953,10994.2,10914.3,10991,39997,399.97,10966.5,2020-09-26 16:00:00,3.174862862092192,3.174862862092192
2020-09-26 17:00:00,10390,10749.1,10750.5,10722.6,10742,1556.79254061,16709847.04751498,2020-09-26 17:00:00,4708,10994.9,10995.3,10960.1,10987.6,32102,321.02,10981,2020-09-26 17:00:00,3.4562078922040462,3.4562078922040462
2020-09-26 18:00:00,10389,10742,10775.5,10723,10728.6,1479.18952476,15880224.507526569,2020-09-26 18:00:00,4707,10987.6,11025.7,10957.3,10961.5,25453,254.53,10981.5,2020-09-26 18:00:00,3.397824622196554,3.397824622196554
2020-09-26 19:00:00,10388,10729.5,10729.5,10706.1,10718.3,1618.83601998,17348248.65442322,2020-09-26 19:00:00,4706,10966.9,10966.9,10939.8,10952.9,22250,222.5,10953.199999999999,2020-09-26 19:00:00,3.2874470542934153,3.2874470542934153
2020-09-26 20:00:00,10387,10718.2,10724.8,10702.9,10713.1,1029.28241429,11026903.11679571,2020-09-26 20:00:00,4705,10951.9,10961.6,10930.7,10942,32095,320.95,10944.766666666668,2020-09-26 20:00:00,3.1886011360354356,3.1886011360354356
2020-09-26 21:00:00,10386,10713.1,10752.7,10713.1,10714.2,1409.38176361,15122788.75495634,2020-09-26 21:00:00,4704,10942,10984.2,10940.8,10941.6,41529,415.29,10955.533333333333,2020-09-26 21:00:00,3.149431927594843,3.149431927594843
2020-09-26 22:00:00,10385,10714.2,10742.8,10702.8,10730.2,1547.44272356,16595965.96778725,2020-09-26 22:00:00,4703,10945,10974.8,10931,10962.5,26112,261.12,10956.1,2020-09-26 22:00:00,3.1699566682715528,3.1699566682715528
2020-09-26 23:00:00,10384,10730.3,10750.6,10726.9,10728.4,1759.76966335,18894577.67727317,2020-09-26 23:00:00,4702,10959.8,10988.8,10959.8,10965.6,21203,212.03,10971.4,2020-09-26 23:00:00,3.334938366718021,3.334938366718021
2020-09-27 00:00:00,10383,10728.4,10776.9,10721,10776.5,1537.92252367,16532374.00689266,2020-09-27 00:00:00,4701,10963.8,11027.2,10953.1,11019,22491,224.91,10999.766666666668,2020-09-27 00:00:00,3.3265915438697835,3.3265915438697835
2020-09-27 01:00:00,10382,10775.6,10800,10763.8,10772.3,1410.62719476,15205524.06423566,2020-09-27 01:00:00,4700,11020,11043,11007.8,11016.8,36125,361.25,11022.533333333333,2020-09-27 01:00:00,3.7911770371797373,3.7911770371797373
2020-09-27 02:00:00,10381,10772.2,10785.6,10762.4,10778.5,1512.52439885,16296762.18625862,2020-09-27 02:00:00,4699,11014.2,11036.4,11000.7,11030.6,36768,367.68,11022.566666666666,2020-09-27 02:00:00,3.768423080628078,3.768423080628078
2020-09-27 03:00:00,10380,10778.2,10788.6,10763.2,10781.4,1252.84081223,13499140.0028686,2020-09-27 03:00:00,4698,11031.1,11037.3,11012,11031.2,42295,422.95,11026.833333333334,2020-09-27 03:00:00,3.836223506743745,3.836223506743745
2020-09-27 04:00:00,10379,10781.5,10796.7,10770.4,10782,1476.02646562,15915366.07052456,2020-09-27 04:00:00,4697,11031.4,11057.1,11016.3,11041.3,28616,286.16,11038.233333333332,2020-09-27 04:00:00,3.8780229309182,3.8780229309182
2020-09-27 05:00:00,10378,10782,10796.7,10760,10780,1508.57932909,16254458.76573231,2020-09-27 05:00:00,4696,11038.3,11053.7,11017.3,11038,29118,291.18,11036.333333333334,2020-09-27 05:00:00,3.8928502601657353,3.8928502601657353
2020-09-27 06:00:00,10377,10780,10782.9,10622.4,10661.9,1571.41511421,16838471.41178028,2020-09-27 06:00:00,4695,11037.3,11042,10854,10893.8,80754,807.54,10929.933333333334,2020-09-27 06:00:00,3.8835887057916545,3.8835887057916545
2020-09-27 07:00:00,10376,10661.9,10689,10653,10670.1,1354.69740147,14457320.61781606,2020-09-27 07:00:00,4694,10890.4,10920.2,10883.7,10897.8,28083,280.83,10900.566666666668,2020-09-27 07:00:00,2.7553970701619086,2.7553970701619086
2020-09-27 08:00:00,10375,10670.1,10670.1,10612.8,10648.4,1249.27314418,13301052.79828084,2020-09-27 08:00:00,4693,10897,10898.1,10816.4,10858.3,41642,416.42,10857.6,2020-09-27 08:00:00,2.844337349397594,2.844337349397594
2020-09-27 09:00:00,10374,10648.4,10657.1,10620,10630.6,1130.73131599,12027604.91085687,2020-09-27 09:00:00,4692,10854.2,10862.5,10822.7,10834.1,38655,386.55,10839.766666666668,2020-09-27 09:00:00,2.645074224021589,2.645074224021589
2020-09-27 10:00:00,10373,10630.6,10677.9,10626.8,10657.6,1010.16244281,10757672.3944983,2020-09-27 10:00:00,4691,10834.7,10892.3,10830.6,10867.2,19393,193.93,10863.366666666667,2020-09-27 10:00:00,2.4833702882483406,2.4833702882483406
2020-09-27 11:00:00,10372,10657.5,10664.2,10624.7,10624.7,1186.14734373,12634454.85965366,2020-09-27 11:00:00,4690,10867.1,10878.5,10838.9,10840,35051,350.51,10852.466666666667,2020-09-27 11:00:00,2.7526031623602005,2.7526031623602005
2020-09-27 12:00:00,10371,10624.7,10677.9,10593.4,10665.7,1487.00074441,15842151.85096992,2020-09-27 12:00:00,4689,10839.3,10888.9,10808.1,10885.3,47574,475.74,10860.766666666666,2020-09-27 12:00:00,2.446244335165372,2.446244335165372
2020-09-27 13:00:00,10370,10665.6,10685.1,10655,10676.5,1044.25451922,11141995.54524182,2020-09-27 13:00:00,4688,10882.2,10909.4,10876.3,10896.8,25800,258,10894.166666666666,2020-09-27 13:00:00,2.8505303760848637,2.8505303760848637
2020-09-27 14:00:00,10369,10676.4,10687,10657,10673.3,703.05991518,7500236.80894965,2020-09-27 14:00:00,4687,10898.6,10909.4,10873.1,10890.6,15608,156.08,10891.033333333333,2020-09-27 14:00:00,2.9646060372263445,2.9646060372263445
2020-09-27 15:00:00,10368,10673.2,10766.8,10635.6,10755.2,1572.20073827,16797064.97725047,2020-09-27 15:00:00,4686,10886.5,10991.2,10843.8,10978.7,53020,530.2,10937.9,2020-09-27 15:00:00,2.94367283950618,2.94367283950618
2020-09-27 16:00:00,10367,10755.3,10780.1,10710.2,10719.7,1651.37847851,17742544.13008811,2020-09-27 16:00:00,4685,10978.8,11003.5,10936,10941.1,40561,405.61,10960.199999999999,2020-09-27 16:00:00,3.7455387286582353,3.7455387286582353
2020-09-27 17:00:00,10366,10719.7,10737,10709.1,10724.7,1230.44953431,13191698.23417075,2020-09-27 17:00:00,4684,10940.8,10966,10932.2,10950.5,23476,234.76,10949.566666666666,2020-09-27 17:00:00,3.4121165348253975,3.4121165348253975
2020-09-27 18:00:00,10365,10724.7,10742.6,10701.4,10714.2,3633.8796816,39010438.79080943,2020-09-27 18:00:00,4683,10950.7,10972.6,10933.2,10942.3,39326,393.26,10949.366666666669,2020-09-27 18:00:00,3.470332850940673,3.470332850940673
2020-09-27 19:00:00,10364,10714.2,10739.5,10702,10730.2,805.76131759,8638863.06807372,2020-09-27 19:00:00,4682,10942.3,10974.2,10930.8,10962.2,24414,244.14,10955.733333333332,2020-09-27 19:00:00,3.379004245465078,3.379004245465078
2020-09-27 20:00:00,10363,10730.2,10732.5,10715.8,10720.7,1124.77370223,12062337.58807624,2020-09-27 20:00:00,4681,10963.6,10964.3,10943.5,10949.9,20749,207.49,10952.566666666666,2020-09-27 20:00:00,3.543375470423629,3.543375470423629
